t_ms,raw,avg,var,maxminusmin,lastminusfirst,label
84030,73625,73636,683,74,10, NO_EVENT
84055,73675,73647,14749,350,50, NO_EVENT
84080,73648,73600,23388,490,-27, NO_EVENT
84105,73582,73662,6013,211,-66, NO_EVENT
84130,73680,73679,5484,236,98, NO_EVENT
84155,73648,73601,18435,394,128, NO_EVENT
84180,73595,73619,443,54,-38, NO_EVENT
84205,73564,73593,8256,302,-31, NO_EVENT
84230,73659,73645,5010,208,95, NO_EVENT
84255,73629,73622,6117,223,-30, NO_EVENT
84280,73680,73658,12869,317,51, NO_EVENT
84305,73511,73603,4928,206,-169, NO_EVENT
84330,73606,73595,14091,394,43, NO_EVENT
84355,73630,73572,2208,148,31, NO_EVENT
84380,73631,73612,5942,216,1, NO_EVENT
84405,73614,73644,13203,382,-17, NO_EVENT
84430,73554,73588,4671,194,-60, NO_EVENT
84455,73679,73626,5958,237,125, NO_EVENT
84480,73595,73659,5911,246,-84, NO_EVENT
84505,73638,73644,4541,210,-2, NO_EVENT
84530,73583,73564,11104,302,-6, NO_EVENT
84555,73606,73584,8101,300,23, NO_EVENT
84580,73679,73726,36477,577,73, NO_EVENT
84605,73629,73662,19238,417,-50, NO_EVENT
84630,73626,73650,8886,321,-3, NO_EVENT
84655,73567,73672,23396,465,-59, NO_EVENT
84680,73673,73645,10106,330,112, NO_EVENT
84705,73659,73693,11658,329,56, NO_EVENT
84730,73625,73670,20289,425,-34, NO_EVENT
84755,73635,73642,2690,165,10, NO_EVENT
84780,73638,73625,2037,138,3, NO_EVENT
84805,73688,73625,8482,281,50, NO_EVENT
84830,73646,73640,1535,121,-42, NO_EVENT
84855,73618,73640,9128,277,-63, NO_EVENT
84880,73671,73668,10780,311,41, NO_EVENT
84905,73572,73659,10114,290,-99, NO_EVENT
84930,73732,73674,9768,263,160, NO_EVENT
84955,73627,73648,2095,152,-105, NO_EVENT
84980,73666,73640,28199,532,39, NO_EVENT
85005,73567,73643,10061,292,-99, NO_EVENT
85030,73636,73645,9924,300,63, NO_EVENT
85055,73587,73656,12285,339,-172, NO_EVENT
85080,73599,73648,25254,475,12, NO_EVENT
85105,73667,73658,6051,241,68, NO_EVENT
85130,73591,73652,7166,250,-76, NO_EVENT
85155,73636,73664,11308,316,45, NO_EVENT
85180,73453,73665,18193,420,-183, NO_EVENT
85205,73740,73655,8488,250,146, NO_EVENT
85230,73601,73664,13083,365,-88, NO_EVENT
85255,73660,73616,10234,320,59, NO_EVENT
85280,73694,73656,8637,258,34, NO_EVENT
85305,73591,73592,3510,188,-103, NO_EVENT
85330,73586,73634,5119,186,-5, NO_EVENT
85355,73485,73637,12992,306,-101, NO_EVENT
85380,73864,73686,16120,297,284, NO_EVENT
85405,73601,73681,11095,301,-78, NO_EVENT
85430,73615,73698,9312,233,14, NO_EVENT
85455,73751,73676,8337,283,136, NO_EVENT
85480,73655,73627,16223,372,-96, NO_EVENT
85505,73621,73628,8089,273,-34, NO_EVENT
85530,73626,73643,10700,332,5, NO_EVENT
85555,73712,73733,15928,369,19, NO_EVENT
85580,73703,73653,16832,366,85, NO_EVENT
85605,73659,73589,4521,223,-44, NO_EVENT
85630,73690,73662,17704,401,31, NO_EVENT
85655,73598,73618,9198,316,-92, NO_EVENT
85680,73704,73715,28953,521,106, NO_EVENT
85705,73574,73625,6948,242,-130, NO_EVENT
85730,73693,73706,45589,602,-204, NO_EVENT
85755,73597,73642,19711,444,23, NO_EVENT
85780,73716,73666,2791,163,119, NO_EVENT
85805,73641,73794,30516,486,-75, NO_EVENT
85830,73595,73669,23831,463,-46, NO_EVENT
85855,73766,73627,1366,174,171, NO_EVENT
85880,73649,73655,20936,466,-117, NO_EVENT
85905,73584,73606,6546,260,-53, NO_EVENT
85930,73663,73673,26958,526,12, NO_EVENT
85955,73607,73593,2915,164,-56, NO_EVENT
85980,73634,73677,6157,220,27, NO_EVENT
86005,73623,73642,15740,415,-11, NO_EVENT
86030,73591,73688,27187,551,-32, NO_EVENT
86055,73620,73709,6618,218,29, NO_EVENT
86080,73600,73611,4958,235,25, NO_EVENT
86105,73606,73684,10936,318,-80, NO_EVENT
86130,73676,73631,1687,133,37, NO_EVENT
86155,73594,73663,14899,346,-82, NO_EVENT
86180,73669,73601,6867,269,75, NO_EVENT
86205,73588,73624,12990,330,-81, NO_EVENT
86230,73560,73651,22604,503,-28, NO_EVENT
86255,73569,73631,13697,369,9, NO_EVENT
86280,73543,73595,13525,342,-48, NO_EVENT
86305,73644,73568,1736,143,79, NO_EVENT
86330,73637,73612,11776,349,-7, NO_EVENT
86355,73587,73661,5692,231,-50, NO_EVENT
86380,73593,73646,35855,547,6, NO_EVENT
86405,73659,73643,25631,527,66, NO_EVENT
86430,73584,73615,9171,311,-75, NO_EVENT
86455,73651,73636,3803,192,136, NO_EVENT
86480,73623,73577,21149,473,129, NO_EVENT
86505,73647,73652,12263,315,24, NO_EVENT
86530,73648,73588,24856,504,1, NO_EVENT
86555,73617,73658,4992,212,-31, NO_EVENT
86580,73626,73644,11691,319,9, NO_EVENT
86605,73637,73645,8345,291,11, NO_EVENT
86630,73702,73630,6623,232,105, NO_EVENT
86655,73718,73686,21804,460,177, NO_EVENT
86680,73692,73676,17626,409,-26, NO_EVENT
86705,73709,73653,33191,576,17, NO_EVENT
86730,73619,73626,12392,356,-90, NO_EVENT
86755,73618,73679,6849,239,-1, NO_EVENT
86780,73667,73705,13825,317,49, NO_EVENT
86805,73604,73611,6024,243,-2, NO_EVENT
86830,73609,73565,30353,490,197, NO_EVENT
86855,73597,73666,33292,558,-12, NO_EVENT
86880,73614,73570,7855,243,17, NO_EVENT
86905,73574,73624,24236,454,-40, NO_EVENT
86930,73647,73661,13338,345,73, NO_EVENT
86955,73536,73609,17206,412,-111, NO_EVENT
86980,73581,73627,2796,158,-51, NO_EVENT
87005,73577,73681,9373,303,-104, NO_EVENT
87030,73577,73607,22297,467,0, NO_EVENT
87055,73590,73587,3324,189,13, NO_EVENT
87080,73547,73610,895,110,-43, NO_EVENT
87105,73650,73625,1449,130,103, NO_EVENT
87130,73547,73667,9097,281,-103, NO_EVENT
87155,73554,73615,2116,127,-50, NO_EVENT
87180,73661,73660,17313,399,20, NO_EVENT
87205,73567,73624,4821,201,-94, NO_EVENT
87230,73723,73654,10008,269,156, NO_EVENT
87255,73646,73671,8383,263,-77, NO_EVENT
87280,73640,73688,14025,343,-6, NO_EVENT
87305,73680,73673,570,70,40, NO_EVENT
87330,73469,73657,29322,548,-183, NO_EVENT
87355,73642,73663,9494,289,-9, NO_EVENT
87380,73562,73581,3872,206,-27, NO_EVENT
87405,73569,73654,12527,307,7, NO_EVENT
87430,73600,73608,40031,607,31, NO_EVENT
87455,73605,73657,18081,404,5, NO_EVENT
87480,73605,73671,10474,307,0, NO_EVENT
87505,73563,73646,11176,311,-42, NO_EVENT
87530,73667,73679,11612,306,85, NO_EVENT
87555,73632,73595,11814,282,32, NO_EVENT
87580,73573,73617,2885,143,-59, NO_EVENT
87605,73642,73591,14569,414,69, NO_EVENT
87630,73595,73614,8624,254,-47, NO_EVENT
87655,73625,73695,17679,397,30, NO_EVENT
87680,73695,73660,572,70,70, NO_EVENT
87705,73713,73689,19494,407,95, NO_EVENT
87730,73598,73625,1596,117,-49, NO_EVENT
87755,73661,73680,12741,317,63, NO_EVENT
87780,73587,73644,15873,401,-74, NO_EVENT
87805,73599,73650,14229,384,12, NO_EVENT
87830,73572,73654,7827,294,-27, NO_EVENT
87855,73450,73585,13529,372,-122, NO_EVENT
87880,73567,73653,22965,501,-77, NO_EVENT
87905,73660,73558,13108,371,122, NO_EVENT
87930,73567,73612,2619,153,-93, NO_EVENT
87955,73691,73724,23239,445,124, NO_EVENT
87980,73594,73650,3744,181,-97, NO_EVENT
88005,73594,73597,12112,356,0, NO_EVENT
88030,73647,73625,27365,563,53, NO_EVENT
88055,73651,73623,11488,310,45, NO_EVENT
88080,73658,73556,26211,467,69, NO_EVENT
88105,73630,73642,15669,331,-28, NO_EVENT
88130,73569,73624,7960,285,-61, NO_EVENT
88155,73699,73679,10662,289,130, NO_EVENT
88180,73693,73693,5881,230,-6, NO_EVENT
88205,73657,73668,13497,311,-36, NO_EVENT
88230,73693,73661,14272,394,39, NO_EVENT
88255,73594,73641,16704,385,0, NO_EVENT
88280,73577,73601,6608,242,-17, NO_EVENT
88305,73616,73683,9229,286,39, NO_EVENT
88330,73612,73641,21268,496,-4, NO_EVENT
88355,73788,73664,17242,405,176, NO_EVENT
88380,73670,73653,3460,198,-118, NO_EVENT
88405,73482,73562,12754,341,-103, NO_EVENT
88430,73621,73620,18503,441,-24, NO_EVENT
88455,73634,73748,18594,389,13, NO_EVENT
88480,73693,73660,2241,135,59, NO_EVENT
88505,73638,73652,5235,229,-55, NO_EVENT
88530,73678,73623,5822,256,40, NO_EVENT
88555,73439,73590,15802,327,-239, NO_EVENT
88580,73381,73620,29972,569,-314, NO_EVENT
88605,73474,73675,17535,366,-121, NO_EVENT
88630,73627,73556,35993,552,153, NO_EVENT
88655,73621,73659,8792,302,-6, NO_EVENT
88680,73656,73625,3744,179,35, NO_EVENT
88705,73572,73620,13647,403,-84, NO_EVENT
88730,73685,73668,10815,323,113, NO_EVENT
88755,73512,73643,20599,434,-185, NO_EVENT
88780,73694,73697,22326,408,60, NO_EVENT
88805,73566,73639,14740,329,-128, NO_EVENT
88830,73669,73668,25063,492,103, NO_EVENT
88855,73658,73600,22062,483,-11, NO_EVENT
88880,73610,73644,3132,165,-48, NO_EVENT
88905,73591,73576,3727,197,-19, NO_EVENT
88930,73409,73594,19393,437,-182, NO_EVENT
88955,73592,73627,14075,347,4, NO_EVENT
88980,73628,73670,5477,187,33, NO_EVENT
89005,73626,73619,26171,515,-2, NO_EVENT
89030,73638,73625,15044,381,12, NO_EVENT
89055,73647,73670,8643,252,9, NO_EVENT
89080,73643,73684,32357,536,-4, NO_EVENT
89105,73460,73665,30412,495,-183, NO_EVENT
89130,73568,73617,19399,366,39, NO_EVENT
89155,73615,73628,2472,135,55, NO_EVENT
89180,73699,73608,2003,149,84, NO_EVENT
89205,73763,73672,13599,348,64, NO_EVENT
89230,73643,73686,21525,450,-120, NO_EVENT
89255,73610,73637,13923,352,-33, NO_EVENT
89280,73722,73679,6683,254,112, NO_EVENT
89305,73622,73664,16498,417,-142, NO_EVENT
89330,73647,73631,2717,128,90, NO_EVENT
89355,73666,73597,5521,230,19, NO_EVENT
89380,73599,73655,11585,346,-67, NO_EVENT
89405,73722,73702,38082,558,123, NO_EVENT
89430,73601,73625,21505,469,-121, NO_EVENT
89455,73682,73644,4794,212,81, NO_EVENT
89480,73507,73590,14659,379,-39, NO_EVENT
89505,73704,73679,7669,281,10, NO_EVENT
89530,73663,73643,14305,417,-41, NO_EVENT
89555,73738,73681,6386,244,75, NO_EVENT
89580,73624,73662,1931,114,-114, NO_EVENT
89605,73658,73650,9412,320,34, NO_EVENT
89630,73509,73625,10509,327,-149, NO_EVENT
89655,73520,73624,14115,372,-150, NO_EVENT
89680,73705,73680,13687,384,93, NO_EVENT
89705,73617,73625,15897,419,-88, NO_EVENT
89730,73680,73649,11476,361,63, NO_EVENT
89755,73566,73596,23303,465,-114, NO_EVENT
89780,73630,73707,17501,382,64, NO_EVENT
89805,73534,73629,19269,402,-96, NO_EVENT
89830,73657,73699,7876,259,2, NO_EVENT
89855,73663,73645,26901,492,119, NO_EVENT
89880,73663,73599,25145,470,0, NO_EVENT
89905,73592,73594,7273,272,-71, NO_EVENT
89930,73664,73637,7502,293,72, NO_EVENT
89955,73645,73690,7659,281,-19, NO_EVENT
89980,73606,73656,22456,468,-39, NO_EVENT
90005,73571,73578,6129,205,-66, NO_EVENT
90030,73640,73651,4761,205,35, NO_EVENT
90055,73596,73629,7595,269,-44, NO_EVENT
90080,73624,73624,11252,293,28, NO_EVENT
90105,73574,73637,15772,424,-50, NO_EVENT
90130,73661,73611,7855,289,87, NO_EVENT
90155,73593,73630,19358,422,-68, NO_EVENT
90180,73674,73664,19693,396,159, NO_EVENT
90205,73614,73601,7546,262,56, NO_EVENT
90230,73590,73685,22534,478,-24, NO_EVENT
90255,73661,73671,13195,305,71, NO_EVENT
90280,73656,73605,17500,436,-5, NO_EVENT
90305,73685,73687,21723,434,29, NO_EVENT
90330,73588,73661,20419,423,-97, NO_EVENT
90355,73656,73645,14213,385,68, NO_EVENT
90380,73579,73588,6615,237,57, NO_EVENT
90405,73678,73652,1916,129,-38, NO_EVENT
90430,73618,73694,4579,205,-60, NO_EVENT
90455,73637,73624,9402,316,19, NO_EVENT
90480,73590,73637,11566,333,-47, NO_EVENT
90505,73554,73604,14589,398,-36, NO_EVENT
90530,73551,73617,3852,175,-3, NO_EVENT
90555,73605,73695,9116,264,-100, NO_EVENT
90580,73657,73599,10570,319,48, NO_EVENT
90605,73655,73645,32973,560,-2, NO_EVENT
90630,73632,73655,11084,343,-23, NO_EVENT
90655,73649,73643,5225,195,17, NO_EVENT
90680,73733,73615,17104,406,84, NO_EVENT
90705,73593,73640,9502,308,-140, NO_EVENT
90730,73523,73624,5999,217,-60, NO_EVENT
90755,73646,73655,7168,250,-95, NO_EVENT
90780,73597,73591,18219,432,-49, NO_EVENT
90805,73665,73600,7749,259,68, NO_EVENT
90830,73659,73632,28953,533,-6, NO_EVENT
90855,73616,73656,6348,251,-43, NO_EVENT
90880,73549,73674,9434,301,-67, NO_EVENT
90905,73540,73693,13829,373,-226, NO_EVENT
90930,73709,73642,14277,372,15, NO_EVENT
90955,73680,73626,20578,490,-29, NO_EVENT
90980,73635,73689,37118,642,-45, NO_EVENT
91005,73751,73689,5434,194,116, NO_EVENT
91030,73568,73648,6179,245,-183, NO_EVENT
91055,73509,73657,18745,397,-59, NO_EVENT
91080,73712,73647,2159,117,93, NO_EVENT
91105,73644,73577,13506,306,-13, NO_EVENT
91130,73568,73572,5690,239,-76, NO_EVENT
91155,73700,73655,14122,318,132, NO_EVENT
91180,73704,73694,12101,339,4, NO_EVENT
91205,73769,73661,5755,235,65, NO_EVENT
91230,73529,73665,7456,240,-240, NO_EVENT
91255,73497,73621,10248,338,-112, NO_EVENT
91280,73601,73621,5040,214,70, NO_EVENT
91305,73697,73665,5291,237,96, NO_EVENT
91330,73626,73642,16782,387,-71, NO_EVENT
91355,73578,73698,17621,433,-48, NO_EVENT
91380,73723,73687,15484,349,145, NO_EVENT
91405,73403,73593,11356,320,-320, NO_EVENT
91430,73583,73683,14423,364,-65, NO_EVENT
91455,73567,73722,16688,347,-170, NO_EVENT
91480,73582,73632,10890,303,15, NO_EVENT
91505,73642,73619,3794,189,60, NO_EVENT
91530,73691,73691,52848,722,49, NO_EVENT
91555,73527,73631,5447,221,-164, NO_EVENT
91580,73485,73633,14706,359,-42, NO_EVENT
91605,73543,73636,8551,266,-93, NO_EVENT
91630,73702,73611,7953,266,170, NO_EVENT
91655,73646,73661,10870,336,-56, NO_EVENT
91680,73589,73676,13870,350,-57, NO_EVENT
91705,73624,73605,2834,145,35, NO_EVENT
91730,73615,73633,21832,510,-9, NO_EVENT
91755,73600,73610,12888,394,-15, NO_EVENT
91780,73564,73662,9494,296,-86, NO_EVENT
91805,73611,73647,1440,98,-69, NO_EVENT
91830,73705,73650,2685,135,94, NO_EVENT
91855,73642,73610,13757,341,-63, NO_EVENT
91880,73675,73610,8714,284,33, NO_EVENT
91905,73559,73612,1574,116,-116, NO_EVENT
91930,73755,73674,15292,382,196, NO_EVENT
91955,73579,73650,3905,176,-176, NO_EVENT
91980,73511,73664,40230,561,-84, NO_EVENT
92005,73667,73643,1683,113,-10, NO_EVENT
92030,73603,73569,5337,213,-64, NO_EVENT
92055,73665,73622,1570,107,62, NO_EVENT
92080,73653,73629,6443,254,-12, NO_EVENT
92105,73628,73624,10853,349,-25, NO_EVENT
92130,73666,73635,2611,162,38, NO_EVENT
92155,73637,73654,16648,395,51, NO_EVENT
92180,73594,73572,4830,226,-24, NO_EVENT
92205,73581,73650,24893,519,-13, NO_EVENT
92230,73600,73638,17163,418,19, NO_EVENT
92255,73791,73647,23419,470,191, NO_EVENT
92280,73643,73633,7472,292,-148, NO_EVENT
92305,73636,73653,5540,235,-7, NO_EVENT
92330,73468,73620,17821,364,-290, NO_EVENT
92355,73688,73631,8279,279,139, NO_EVENT
92380,73660,73617,1643,123,-28, NO_EVENT
92405,73591,73612,31267,591,-69, NO_EVENT
92430,73634,73625,17446,377,43, NO_EVENT
92455,73672,73651,4907,228,38, NO_EVENT
92480,73597,73661,22268,440,-75, NO_EVENT
92505,73596,73619,5472,253,4, NO_EVENT
92530,73636,73661,5938,224,4, NO_EVENT
92555,73589,73636,15707,391,-47, NO_EVENT
92580,73705,73635,2368,127,116, NO_EVENT
92605,73585,73681,15904,429,-120, NO_EVENT
92630,73655,73656,3533,158,70, NO_EVENT
92655,73691,73705,1559,102,36, NO_EVENT
92680,73654,73650,10590,338,-16, NO_EVENT
92705,73709,73674,11399,346,89, NO_EVENT
92730,73682,73679,8509,292,-27, NO_EVENT
92755,73637,73696,10972,313,-45, NO_EVENT
92780,73669,73685,14137,357,32, NO_EVENT
92805,73641,73675,10000,322,-28, NO_EVENT
92830,73585,73681,25617,426,-56, NO_EVENT
92855,73587,73628,5482,198,-135, NO_EVENT
92880,73615,73656,7542,238,-133, NO_EVENT
92905,73733,73669,7094,270,118, NO_EVENT
92930,73654,73676,16786,451,-79, NO_EVENT
92955,73612,73694,14848,370,-42, NO_EVENT
92980,73609,73598,11362,358,-3, NO_EVENT
93005,73790,73663,18198,377,181, NO_EVENT
93030,73635,73697,17332,394,-54, NO_EVENT
93055,73460,73678,18392,443,-295, NO_EVENT
93080,73656,73663,4689,290,196, NO_EVENT
93105,73582,73642,21311,483,-74, NO_EVENT
93130,73612,73671,17464,387,30, NO_EVENT
93155,73707,73654,23241,453,95, NO_EVENT
93180,73620,73684,8313,254,-87, NO_EVENT
93205,73604,73644,1504,104,9, NO_EVENT
93230,73587,73678,13603,347,-15, NO_EVENT
93255,73619,73716,23950,473,32, NO_EVENT
93280,73586,73657,17035,420,-33, NO_EVENT
93305,73640,73715,9464,300,54, NO_EVENT
93330,73667,73645,2312,140,27, NO_EVENT
93355,73799,73694,24920,499,132, NO_EVENT
93380,73442,73641,17768,439,-202, NO_EVENT
93405,73748,73623,12742,359,158, NO_EVENT
93430,73678,73618,12074,336,-70, NO_EVENT
93455,73719,73692,17005,394,41, NO_EVENT
93480,73653,73606,8071,288,-66, NO_EVENT
93505,73677,73673,29143,493,24, NO_EVENT
93530,73631,73653,7295,272,-46, NO_EVENT
93555,73577,73644,9638,301,24, NO_EVENT
93580,73518,73643,4248,217,-96, NO_EVENT
93605,73528,73636,10206,300,10, NO_EVENT
93630,73509,73640,9967,282,-19, NO_EVENT
93655,73538,73671,10558,335,29, NO_EVENT
93680,73575,73665,23217,485,37, NO_EVENT
93705,73671,73612,5673,222,96, NO_EVENT
93730,73692,73732,7445,245,-83, NO_EVENT
93755,73653,73712,21010,460,-51, NO_EVENT
93780,73604,73632,10619,342,-49, NO_EVENT
93805,73649,73696,11726,301,45, NO_EVENT
93830,73665,73672,19304,446,16, NO_EVENT
93855,73674,73716,17758,322,9, NO_EVENT
93880,73613,73649,11124,334,-61, NO_EVENT
93905,73442,73662,17312,445,-196, NO_EVENT
93930,73500,73612,4453,219,-106, NO_EVENT
93955,73602,73598,3652,140,-77, NO_EVENT
93980,73573,73662,32575,484,-29, NO_EVENT
94005,73677,73664,17662,397,104, NO_EVENT
94030,73571,73646,3115,139,-106, NO_EVENT
94055,73568,73609,13000,386,-3, NO_EVENT
94080,73605,73636,5224,216,37, NO_EVENT
94105,73574,73636,13762,356,-8, NO_EVENT
94130,73575,73596,951,73,13, NO_EVENT
94155,73731,73671,8338,284,156, NO_EVENT
94180,73597,73617,8272,254,-134, NO_EVENT
94205,73626,73654,16903,362,29, NO_EVENT
94230,73631,73684,14458,367,5, NO_EVENT
94255,73532,73613,9404,279,-99, NO_EVENT
94280,73593,73639,6260,195,38, NO_EVENT
94305,73623,73578,3941,196,25, NO_EVENT
94330,73681,73609,21430,452,58, NO_EVENT
94355,73633,73636,3611,174,-48, NO_EVENT
94380,73542,73652,35054,568,-91, NO_EVENT
94405,73603,73530,17662,363,61, NO_EVENT
94430,73445,73572,4880,210,-158, NO_EVENT
94455,73561,73610,618,75,-39, NO_EVENT
94480,73671,73558,9160,285,112, NO_EVENT
94505,73631,73656,17532,388,-40, NO_EVENT
94530,73551,73581,5395,216,-80, NO_EVENT
94555,73643,73652,15725,339,92, NO_EVENT
94580,73639,73593,23333,484,-4, NO_EVENT
94605,73476,73640,13800,362,-163, NO_EVENT
94630,73566,73640,8891,235,-34, NO_EVENT
94655,73572,73616,5748,217,-19, NO_EVENT
94680,73626,73664,9639,305,54, NO_EVENT
94705,73563,73653,14474,362,-63, NO_EVENT
94730,73581,73679,9548,326,18, NO_EVENT
94755,73649,73667,10347,313,68, NO_EVENT
94780,73545,73645,3418,191,-104, NO_EVENT
94805,73646,73642,10837,331,46, NO_EVENT
94830,73663,73647,6881,241,59, NO_EVENT
94855,73555,73664,12389,331,-108, NO_EVENT
94880,73651,73581,9301,301,96, NO_EVENT
94905,73609,73622,46902,639,-42, NO_EVENT
94930,73739,73579,6255,272,130, NO_EVENT
94955,73477,73628,32138,520,-262, NO_EVENT
94980,73590,73616,731,76,-44, NO_EVENT
95005,73541,73634,15837,369,-36, NO_EVENT
95030,73738,73604,20131,397,197, NO_EVENT
95055,73588,73628,12690,355,-150, NO_EVENT
95080,73623,73658,17209,384,35, NO_EVENT
95105,73573,73635,10361,328,-50, NO_EVENT
95130,73537,73609,6108,211,-36, NO_EVENT
95155,73737,73658,8220,273,68, NO_EVENT
95180,73640,73668,3688,189,-1, NO_EVENT
95205,73627,73636,8735,268,-13, NO_EVENT
95230,73561,73666,22869,480,-66, NO_EVENT
95255,73633,73596,911,90,72, NO_EVENT
95280,73545,73665,8314,283,-88, NO_EVENT
95305,73401,73584,15646,391,-144, NO_EVENT
95330,73449,73601,5987,233,-107, NO_EVENT
95355,73491,73553,8870,227,-188, NO_EVENT
95380,73667,73661,9834,387,176, NO_EVENT
95405,73650,73658,21787,458,-17, NO_EVENT
95430,73722,73636,6884,251,72, NO_EVENT
95455,73575,73603,11363,315,-147, NO_EVENT
95480,73676,73637,9995,327,101, NO_EVENT
95505,73540,73633,17661,391,-34, NO_EVENT
95530,73509,73596,14048,321,-85, NO_EVENT
95555,73598,73600,7546,228,89, NO_EVENT
95580,73626,73634,7719,245,28, NO_EVENT
95605,73529,73646,11812,349,-97, NO_EVENT
95630,73630,73606,12104,363,101, NO_EVENT
95655,73655,73649,2930,138,25, NO_EVENT
95680,73434,73592,14193,359,-221, NO_EVENT
95705,73464,73637,18927,386,-186, NO_EVENT
95730,73612,73595,1572,100,-38, NO_EVENT
95755,73708,73688,28141,482,96, NO_EVENT
95780,73664,73591,19900,447,-44, NO_EVENT
95805,73634,73609,9966,298,-30, NO_EVENT
95830,73597,73612,6788,242,-37, NO_EVENT
95855,73524,73616,10251,314,-73, NO_EVENT
95880,73505,73639,10954,329,-96, NO_EVENT
95905,73705,73569,5045,208,208, NO_EVENT
95930,73607,73612,10400,309,-98, NO_EVENT
95955,73577,73619,20704,449,-30, NO_EVENT
95980,73602,73550,17296,420,25, NO_EVENT
96005,73703,73590,14925,397,101, NO_EVENT
96030,73591,73700,12720,345,-112, NO_EVENT
96055,73665,73686,9408,298,-18, NO_EVENT
96080,73729,73649,7568,253,98, NO_EVENT
96105,73640,73672,19628,427,-89, NO_EVENT
96130,73601,73636,11157,320,-39, NO_EVENT
96155,73701,73648,15731,348,100, NO_EVENT
96180,73647,73656,10752,317,-54, NO_EVENT
96205,73497,73679,9766,322,-150, NO_EVENT
96230,73655,73668,12095,343,47, NO_EVENT
96255,73471,73603,8540,261,-80, NO_EVENT
96280,73582,73595,16745,419,111, NO_EVENT
96305,73695,73609,26658,497,113, NO_EVENT
96330,73697,73636,28922,490,2, NO_EVENT
96355,73623,73597,10780,320,-74, NO_EVENT
96380,73572,73692,16674,365,-51, NO_EVENT
96405,73477,73606,15320,391,-140, NO_EVENT
96430,73741,73636,6981,220,104, NO_EVENT
96455,73605,73643,16714,410,-136, NO_EVENT
96480,73785,73695,15010,353,180, NO_EVENT
96505,73609,73655,21443,419,-176, NO_EVENT
96530,73644,73576,14048,397,35, NO_EVENT
96555,73479,73621,11505,303,-165, NO_EVENT
96580,73510,73637,25333,497,-86, NO_EVENT
96605,73545,73636,13402,349,-62, NO_EVENT
96630,73632,73610,7187,283,87, NO_EVENT
96655,73620,73649,3762,192,-12, NO_EVENT
96680,73655,73660,12394,364,35, NO_EVENT
96705,73665,73645,4233,201,10, NO_EVENT
96730,73625,73682,17604,350,-40, NO_EVENT
96755,73580,73640,3653,154,-11, NO_EVENT
96780,73623,73667,621,73,-73, NO_EVENT
96805,73681,73646,4192,195,58, NO_EVENT
96830,73613,73620,8750,295,-68, NO_EVENT
96855,73680,73643,6852,248,67, NO_EVENT
96880,73557,73661,5865,258,-123, NO_EVENT
96905,73631,73708,25579,464,74, NO_EVENT
96930,73490,73626,8336,258,-135, NO_EVENT
96955,73705,73638,5676,183,146, NO_EVENT
96980,73491,73642,13512,376,-214, NO_EVENT
97005,73757,73682,18769,424,266, NO_EVENT
97030,73676,73650,18976,411,-81, NO_EVENT
97055,73601,73620,5375,225,-75, NO_EVENT
97080,73673,73678,9856,270,72, NO_EVENT
97105,73414,73579,10062,325,-238, NO_EVENT
97130,73513,73635,7321,263,-92, NO_EVENT
97155,73478,73638,6337,240,-35, NO_EVENT
97180,73617,73657,22945,454,139, NO_EVENT
97205,73658,73617,24851,498,41, NO_EVENT
97230,73614,73638,2520,152,-44, NO_EVENT
97255,73603,73609,12484,358,-11, NO_EVENT
97280,73706,73660,2445,144,103, NO_EVENT
97305,73690,73686,24119,505,28, NO_EVENT
97330,73530,73612,4561,213,-92, NO_EVENT
97355,73536,73681,24210,452,6, NO_EVENT
97380,73560,73606,19649,463,24, NO_EVENT
97405,73590,73614,5091,186,30, NO_EVENT
97430,73627,73614,7473,275,37, NO_EVENT
97455,73515,73601,12892,357,-112, NO_EVENT
97480,73416,73644,14616,378,-302, NO_EVENT
97505,73461,73593,8766,284,-142, NO_EVENT
97530,73507,73643,17113,450,46, NO_EVENT
97555,73615,73579,16655,388,108, NO_EVENT
97580,73610,73634,6600,242,-5, NO_EVENT
97605,73621,73626,2444,128,11, NO_EVENT
97630,73642,73650,11368,373,21, NO_EVENT
97655,73643,73656,5933,228,55, NO_EVENT
97680,73609,73645,14832,364,-11, NO_EVENT
97705,73628,73631,16342,369,19, NO_EVENT
97730,73603,73635,5187,200,-25, NO_EVENT
97755,73690,73615,4271,177,87, NO_EVENT
97780,73584,73653,14173,308,-106, NO_EVENT
97805,73534,73668,26253,399,-50, NO_EVENT
97830,73488,73638,18733,437,-163, NO_EVENT
97855,73721,73648,14623,344,8, NO_EVENT
97880,73646,73630,14502,385,-75, NO_EVENT
97905,73620,73643,15590,428,-26, NO_EVENT
97930,73636,73611,9789,330,16, NO_EVENT
97955,73570,73676,14655,324,-66, NO_EVENT
97980,73600,73643,13817,355,30, NO_EVENT
98005,73495,73627,7549,288,-173, NO_EVENT
98030,73539,73689,4674,221,-221, NO_EVENT
98055,73468,73601,32116,522,-71, NO_EVENT
98080,73660,73661,29063,525,192, NO_EVENT
98105,73725,73650,1102,119,65, NO_EVENT
98130,73717,73674,10163,299,-8, NO_EVENT
98155,73610,73699,24068,493,-107, NO_EVENT
98180,73412,73615,11711,369,-369, NO_EVENT
98205,73565,73618,4425,201,15, NO_EVENT
98230,73649,73664,6748,261,84, NO_EVENT
