t_ms,raw,avg,var,maxminusmin,lastminusfirst,label
140880,73598,73623,10856,302,74, NO_EVENT
140905,73660,73658,20761,463,62, NO_EVENT
140930,73677,73673,5677,248,17, NO_EVENT
140955,73572,73618,17365,426,108, NO_EVENT
140980,73581,73605,21464,487,-38, NO_EVENT
141005,73626,73641,11411,287,45, NO_EVENT
141030,73397,73619,27138,539,-229, NO_EVENT
141055,73497,73614,45988,611,100, NO_EVENT
141080,73462,73607,23411,489,-35, NO_EVENT
141105,73658,73640,16983,368,196, NO_EVENT
141130,73614,73689,13995,390,-114, NO_EVENT
141155,73799,73697,34179,535,128, NO_EVENT
141180,73643,73641,18633,422,-156, NO_EVENT
141205,73724,73683,10683,292,81, NO_EVENT
141230,73588,73687,29382,486,-136, NO_EVENT
141255,73735,73641,16803,434,147, NO_EVENT
141280,73632,73701,22066,423,-103, NO_EVENT
141305,73719,73724,13710,361,111, NO_EVENT
141330,73631,73655,17957,440,55, NO_EVENT
141355,73687,73614,1917,129,56, NO_EVENT
141380,73558,73702,19325,441,-129, NO_EVENT
141405,73671,73654,6192,258,113, NO_EVENT
141430,73719,73680,7146,234,48, NO_EVENT
141455,73593,73630,8186,251,-126, NO_EVENT
141480,73601,73567,24850,462,242, NO_EVENT
141505,73674,73639,25616,515,9, NO_EVENT
141530,73659,73683,45189,633,-15, NO_EVENT
141555,73455,73671,12566,423,-204, NO_EVENT
141580,73538,73637,17555,399,83, NO_EVENT
141605,73506,73628,8497,301,-32, NO_EVENT
141630,73636,73709,22466,466,130, NO_EVENT
141655,73560,73646,11034,249,-38, NO_EVENT
141680,73665,73648,13702,361,64, NO_EVENT
141705,73602,73631,15908,425,-63, NO_EVENT
141730,73662,73610,5759,212,60, NO_EVENT
141755,73416,73632,8067,368,-246, NO_EVENT
141780,73534,73614,27480,459,118, NO_EVENT
141805,73736,73665,10866,287,202, NO_EVENT
141830,73611,73712,13217,344,-73, NO_EVENT
141855,73591,73649,21259,399,75, NO_EVENT
141880,73699,73669,4966,215,108, NO_EVENT
141905,73579,73617,3387,157,-120, NO_EVENT
141930,73651,73662,35894,646,72, NO_EVENT
141955,73535,73632,17200,412,-116, NO_EVENT
141980,73599,73634,8975,310,64, NO_EVENT
142005,73590,73608,21695,477,39, NO_EVENT
142030,73635,73666,7754,284,112, NO_EVENT
142055,73573,73616,1072,82,-62, NO_EVENT
142080,73622,73623,7953,273,49, NO_EVENT
142105,73573,73678,32984,570,-49, NO_EVENT
142130,73482,73605,16183,420,-91, NO_EVENT
142155,73589,73644,13447,394,107, NO_EVENT
142180,73585,73629,29645,556,-201, NO_EVENT
142205,73553,73649,26156,468,4, NO_EVENT
142230,73666,73553,5361,229,229, NO_EVENT
142255,73555,73625,6563,214,-111, NO_EVENT
142280,73434,73638,6539,304,-121, NO_EVENT
142305,73605,73632,19158,458,171, NO_EVENT
142330,73451,73709,15044,504,-154, NO_EVENT
142355,73607,73617,18801,435,156, NO_EVENT
142380,73642,73642,21326,423,22, NO_EVENT
142405,73651,73603,1231,87,81, NO_EVENT
142430,73721,73640,20854,463,70, NO_EVENT
142455,73765,73663,14707,378,44, NO_EVENT
142480,73503,73685,27331,489,-262, NO_EVENT
142505,73648,73618,19669,408,145, NO_EVENT
142530,73695,73706,19840,440,47, NO_EVENT
142555,73707,73677,4510,228,32, NO_EVENT
142580,73731,73651,13524,341,185, NO_EVENT
142605,73615,73600,16331,426,-116, NO_EVENT
142630,73616,73576,12330,357,1, NO_EVENT
142655,73517,73712,23265,473,-99, NO_EVENT
142680,73478,73627,10989,309,-39, NO_EVENT
142705,73627,73577,13126,333,149, NO_EVENT
142730,73650,73585,31218,603,423, NO_EVENT
142755,73596,73631,16015,403,45, NO_EVENT
142780,73574,73562,4609,198,-22, NO_EVENT
142805,73540,73600,21143,462,-34, NO_EVENT
142830,73498,73656,13674,409,-42, NO_EVENT
142855,73423,73576,13415,388,-75, NO_EVENT
142880,73631,73640,26636,518,208, NO_EVENT
142905,73836,73608,25483,369,354, NO_EVENT
142930,73647,73637,26100,496,84, NO_EVENT
142955,73593,73635,8423,295,-54, NO_EVENT
142980,73635,73649,12213,353,42, NO_EVENT
143005,73465,73547,4167,189,-170, NO_EVENT
143030,73480,73559,30317,564,15, NO_EVENT
143055,73656,73637,8262,304,176, NO_EVENT
143080,73581,73679,11350,308,-161, NO_EVENT
143105,73546,73623,20075,459,125, NO_EVENT
143130,73597,73600,14337,375,51, NO_EVENT
143155,73485,73628,8480,306,-112, NO_EVENT
143180,73636,73615,5345,231,151, NO_EVENT
143205,73489,73690,28882,570,-147, NO_EVENT
143230,73678,73662,21698,431,189, NO_EVENT
143255,73661,73649,14930,413,61, NO_EVENT
143280,73642,73608,17112,409,86, NO_EVENT
143305,73568,73679,10583,329,-74, NO_EVENT
143330,73556,73638,18944,441,-12, NO_EVENT
143355,73654,73668,7342,247,98, NO_EVENT
143380,73415,73615,21297,436,-239, NO_EVENT
143405,73615,73616,12265,412,200, NO_EVENT
143430,73667,73597,12943,376,235, NO_EVENT
143455,73608,73667,10152,289,-33, NO_EVENT
143480,73643,73599,3818,188,-34, NO_EVENT
143505,73666,73661,13148,375,23, NO_EVENT
143530,73628,73682,3118,178,-38, NO_EVENT
143555,73588,73653,4002,183,-40, NO_EVENT
143580,73569,73566,15984,382,-19, NO_EVENT
143605,73576,73658,18566,414,7, NO_EVENT
143630,73596,73639,22963,452,126, NO_EVENT
143655,73723,73594,5148,252,88, NO_EVENT
143680,73689,73695,8672,276,-34, NO_EVENT
143705,73503,73651,14726,371,-186, NO_EVENT
143730,73682,73609,12471,316,179, NO_EVENT
143755,73465,73678,7454,379,-217, NO_EVENT
143780,73589,73625,15100,413,124, NO_EVENT
143805,73573,73645,10172,287,30, NO_EVENT
143830,73604,73534,13329,301,220, NO_EVENT
143855,73579,73629,3936,188,-25, NO_EVENT
143880,73531,73677,10302,303,-48, NO_EVENT
143905,73586,73674,12494,359,55, NO_EVENT
143930,73397,73633,8640,404,-189, NO_EVENT
143955,73652,73616,20303,469,255, NO_EVENT
143980,73651,73647,27408,561,227, NO_EVENT
144005,73679,73665,1709,119,-15, NO_EVENT
144030,73602,73629,6943,244,-77, NO_EVENT
144055,73547,73585,15960,421,-55, NO_EVENT
144080,73603,73666,23046,413,56, NO_EVENT
144105,73483,73637,5760,296,-120, NO_EVENT
144130,73594,73621,13509,378,111, NO_EVENT
144155,73589,73637,11833,342,18, NO_EVENT
144180,73674,73612,15500,420,70, NO_EVENT
144205,73624,73581,11520,307,-50, NO_EVENT
144230,73596,73596,13990,370,-28, NO_EVENT
144255,73561,73646,26828,497,-35, NO_EVENT
144280,73628,73595,9900,322,67, NO_EVENT
144305,73485,73621,24243,430,-143, NO_EVENT
144330,73597,73618,9278,306,37, NO_EVENT
144355,73613,73643,8788,292,0, NO_EVENT
144380,73553,73632,13053,372,-60, NO_EVENT
144405,73664,73586,10092,339,111, NO_EVENT
144430,73625,73603,3750,183,-39, NO_EVENT
144455,73695,73648,11655,364,70, NO_EVENT
144480,73625,73694,8080,255,-70, NO_EVENT
144505,73607,73668,6503,237,-25, NO_EVENT
144530,73748,73646,26576,504,330, NO_EVENT
144555,73675,73663,14966,390,-73, NO_EVENT
144580,73704,73636,9260,301,29, NO_EVENT
144605,73574,73619,14711,376,-130, NO_EVENT
144630,73602,73637,20545,492,28, NO_EVENT
144655,73630,73624,19925,464,28, NO_EVENT
144680,73721,73645,27493,516,136, NO_EVENT
144705,73688,73624,11461,316,122, NO_EVENT
144730,73647,73640,15149,359,-41, NO_EVENT
144755,73664,73620,8032,293,17, NO_EVENT
144780,73663,73632,8927,303,-1, NO_EVENT
144805,73619,73634,13747,372,-44, NO_EVENT
144830,73602,73643,10894,306,-17, NO_EVENT
144855,73573,73638,21312,452,11, NO_EVENT
144880,73599,73592,14252,393,190, NO_EVENT
144905,73654,73636,3433,176,55, NO_EVENT
144930,73494,73617,4065,207,-160, NO_EVENT
144955,73579,73595,21360,443,85, NO_EVENT
144980,73471,73621,5360,267,-108, NO_EVENT
145005,73608,73591,17057,430,137, NO_EVENT
145030,73607,73654,8596,294,53, NO_EVENT
145055,73633,73695,19968,421,-69, NO_EVENT
145080,73601,73525,4435,227,-32, NO_EVENT
145105,73574,73622,11844,312,-27, NO_EVENT
145130,73740,73641,1661,166,166, NO_EVENT
145155,73565,73614,20314,457,-175, NO_EVENT
145180,73710,73631,10751,324,145, NO_EVENT
145205,73646,73665,12747,351,-64, NO_EVENT
145230,73617,73616,20921,441,189, NO_EVENT
145255,73610,73565,1771,116,70, NO_EVENT
145280,73615,73612,16007,397,5, NO_EVENT
145305,73593,73610,19198,478,-22, NO_EVENT
145330,73638,73599,6074,224,45, NO_EVENT
145355,73593,73606,8602,278,-45, NO_EVENT
145380,73639,73559,15013,351,46, NO_EVENT
145405,73668,73698,25767,511,61, NO_EVENT
145430,73613,73594,9076,273,167, NO_EVENT
145455,73518,73620,11442,314,-95, NO_EVENT
145480,73652,73591,7858,241,134, NO_EVENT
145505,73661,73643,8217,261,9, NO_EVENT
145530,73592,73630,12391,367,-69, NO_EVENT
145555,73652,73596,10454,330,60, NO_EVENT
145580,73554,73637,10579,280,-14, NO_EVENT
145605,73579,73620,22251,507,-108, NO_EVENT
145630,73593,73616,9716,303,14, NO_EVENT
145655,73610,73592,13456,373,17, NO_EVENT
145680,73620,73648,20269,408,10, NO_EVENT
145705,73546,73598,10588,323,-74, NO_EVENT
145730,73726,73617,18235,390,180, NO_EVENT
145755,73607,73616,6587,281,122, NO_EVENT
145780,73559,73620,15233,364,14, NO_EVENT
145805,73645,73638,14459,404,86, NO_EVENT
145830,73624,73670,13632,366,-21, NO_EVENT
145855,73639,73671,10656,299,15, NO_EVENT
145880,73476,73633,26942,517,-163, NO_EVENT
145905,73608,73668,16630,428,132, NO_EVENT
145930,73661,73626,9270,330,214, NO_EVENT
145955,73577,73657,13349,358,-61, NO_EVENT
145980,73708,73593,15876,372,131, NO_EVENT
146005,73706,73599,24234,518,-2, NO_EVENT
146030,73598,73614,8143,276,-108, NO_EVENT
146055,73443,73676,7536,387,-155, NO_EVENT
146080,73574,73612,12398,363,131, NO_EVENT
146105,73604,73631,10204,317,-63, NO_EVENT
146130,73710,73681,17196,417,22, NO_EVENT
146155,73589,73623,13738,371,-121, NO_EVENT
146180,73543,73593,11420,330,-46, NO_EVENT
146205,73495,73594,14559,369,-48, NO_EVENT
146230,73557,73577,25944,487,62, NO_EVENT
146255,73586,73616,8801,266,29, NO_EVENT
146280,73551,73585,7582,262,31, NO_EVENT
146305,73644,73657,8015,229,66, NO_EVENT
146330,73645,73582,5235,201,1, NO_EVENT
146355,73565,73670,5465,203,-80, NO_EVENT
146380,73671,73641,5904,241,106, NO_EVENT
146405,73565,73619,8035,271,-106, NO_EVENT
146430,73584,73614,11017,306,19, NO_EVENT
146455,73600,73627,10565,340,95, NO_EVENT
146480,73611,73572,14961,412,89, NO_EVENT
146505,73611,73566,5920,236,0, NO_EVENT
146530,73576,73579,18327,377,-35, NO_EVENT
146555,73609,73578,6737,242,33, NO_EVENT
146580,73580,73598,7605,264,-29, NO_EVENT
146605,73634,73616,4413,214,54, NO_EVENT
146630,73716,73615,17923,438,319, NO_EVENT
146655,73635,73578,31426,522,42, NO_EVENT
146680,73627,73609,1566,131,18, NO_EVENT
146705,73570,73620,5554,191,-57, NO_EVENT
146730,73666,73611,4622,205,96, NO_EVENT
146755,73535,73640,8764,236,-131, NO_EVENT
146780,73600,73585,4409,176,65, NO_EVENT
146805,73740,73633,7782,261,140, NO_EVENT
146830,73601,73626,12735,356,123, NO_EVENT
146855,73592,73579,5924,207,126, NO_EVENT
146880,73576,73683,10804,276,-16, NO_EVENT
146905,73647,73721,17715,406,71, NO_EVENT
146930,73643,73629,3043,155,-4, NO_EVENT
146955,73480,73661,4873,264,-163, NO_EVENT
146980,73712,73621,13935,360,232, NO_EVENT
147005,73648,73576,14978,328,238, NO_EVENT
147030,73608,73601,2053,137,-49, NO_EVENT
147055,73548,73609,11370,316,-60, NO_EVENT
147080,73609,73644,9355,279,61, NO_EVENT
147105,73675,73653,9857,275,66, NO_EVENT
147130,73575,73637,2693,121,-100, NO_EVENT
147155,73741,73650,6372,205,166, NO_EVENT
147180,73573,73604,20416,409,88, NO_EVENT
147205,73626,73646,8783,290,135, NO_EVENT
147230,73640,73614,16257,411,14, NO_EVENT
147255,73580,73605,9926,333,-60, NO_EVENT
147280,73664,73600,12885,349,84, NO_EVENT
147305,73581,73618,3164,152,-83, NO_EVENT
147330,73699,73651,2557,144,118, NO_EVENT
147355,73608,73626,9431,305,74, NO_EVENT
147380,73653,73585,13227,353,196, NO_EVENT
147405,73595,73603,8425,315,-58, NO_EVENT
147430,73636,73567,1328,110,41, NO_EVENT
147455,73635,73647,16321,413,-1, NO_EVENT
147480,73607,73626,4028,195,-28, NO_EVENT
147505,73568,73603,12058,338,-39, NO_EVENT
147530,73543,73602,11831,359,-37, NO_EVENT
147555,73648,73645,12345,331,-44, NO_EVENT
147580,73630,73637,11210,321,-18, NO_EVENT
147605,73636,73574,4463,205,6, NO_EVENT
147630,73617,73631,13952,361,-19, NO_EVENT
147655,73579,73609,4520,218,-38, NO_EVENT
147680,73615,73669,3943,173,36, NO_EVENT
147705,73645,73683,2329,154,-33, NO_EVENT
147730,73700,73678,9206,290,2, NO_EVENT
147755,73678,73625,2748,156,-22, NO_EVENT
147780,73637,73627,6711,273,-41, NO_EVENT
147805,73562,73628,4372,201,-75, NO_EVENT
147830,73521,73538,1511,120,-41, NO_EVENT
147855,73539,73566,6928,243,18, NO_EVENT
147880,73620,73667,5585,212,3, NO_EVENT
147905,73633,73611,15021,396,20, NO_EVENT
147930,73620,73659,11734,372,-13, NO_EVENT
147955,73647,73635,2965,173,27, NO_EVENT
147980,73653,73592,8390,274,6, NO_EVENT
148005,73564,73623,7540,268,-89, NO_EVENT
148030,73589,73583,11398,356,25, NO_EVENT
148055,73615,73604,10559,317,-49, NO_EVENT
148080,73636,73649,7134,254,22, NO_EVENT
148105,73708,73592,5002,211,72, NO_EVENT
148130,73580,73604,649,128,-128, NO_EVENT
148155,73762,73644,14994,404,182, NO_EVENT
148180,73628,73636,4188,222,-134, NO_EVENT
148205,73611,73594,4582,203,-17, NO_EVENT
148230,73648,73639,7370,241,81, NO_EVENT
148255,73537,73652,24662,437,-59, NO_EVENT
148280,73562,73532,8481,256,25, NO_EVENT
148305,73543,73666,8294,282,-19, NO_EVENT
148330,73687,73625,5261,219,144, NO_EVENT
148355,73566,73616,3464,169,-121, NO_EVENT
148380,73540,73552,5448,244,-26, NO_EVENT
148405,73732,73606,7200,256,192, NO_EVENT
148430,73618,73650,3282,158,26, NO_EVENT
148455,73651,73605,2762,136,100, NO_EVENT
148480,73649,73653,11400,300,-2, NO_EVENT
148505,73600,73642,18620,434,-49, NO_EVENT
148530,73721,73629,4463,218,121, NO_EVENT
148555,73617,73583,4345,202,-104, NO_EVENT
148580,73616,73674,7436,252,-1, NO_EVENT
148605,73640,73678,12671,365,-75, NO_EVENT
148630,73634,73654,3546,176,-57, NO_EVENT
148655,73584,73596,12731,333,-50, NO_EVENT
148680,73575,73609,1736,120,-9, NO_EVENT
148705,73566,73629,3561,163,-9, NO_EVENT
148730,73715,73648,12287,331,149, NO_EVENT
148755,73495,73653,11901,357,-220, NO_EVENT
148780,73639,73638,14478,367,27, NO_EVENT
148805,73598,73580,12352,357,99, NO_EVENT
148830,73597,73558,1112,98,-1, NO_EVENT
148855,73596,73607,18486,401,-1, NO_EVENT
148880,73624,73674,44709,614,28, NO_EVENT
148905,73643,73672,3743,181,19, NO_EVENT
148930,73589,73642,3192,158,-54, NO_EVENT
148955,73581,73636,10355,320,-115, NO_EVENT
148980,73624,73553,10239,313,223, NO_EVENT
149005,73595,73641,7449,273,-29, NO_EVENT
149030,73596,73679,2309,136,1, NO_EVENT
149055,73525,73602,8798,275,-71, NO_EVENT
149080,73519,73595,14889,369,-6, NO_EVENT
149105,73465,73563,6745,239,-54, NO_EVENT
149130,73570,73566,5389,248,16, NO_EVENT
149155,73590,73618,9764,289,32, NO_EVENT
149180,73565,73628,7544,289,-25, NO_EVENT
149205,73613,73639,4104,173,48, NO_EVENT
149230,73591,73578,9709,325,-22, NO_EVENT
149255,73526,73616,9394,301,-65, NO_EVENT
149280,73525,73584,13172,357,-1, NO_EVENT
149305,73664,73651,3712,172,57, NO_EVENT
149330,73596,73554,16435,413,74, NO_EVENT
149355,73779,73675,4998,227,183, NO_EVENT
149380,73701,73680,4727,182,-78, NO_EVENT
149405,73661,73578,7670,220,-40, NO_EVENT
149430,73700,73621,2704,144,39, NO_EVENT
149455,73614,73594,3215,185,-86, NO_EVENT
149480,73637,73641,8248,280,-14, NO_EVENT
149505,73660,73619,9624,291,184, NO_EVENT
149530,73576,73602,14983,391,-84, NO_EVENT
149555,73586,73647,20548,463,10, NO_EVENT
149580,73580,73653,8665,291,-6, NO_EVENT
149605,73712,73624,6019,243,132, NO_EVENT
149630,73545,73636,28091,523,-167, NO_EVENT
149655,73547,73609,3124,181,-32, NO_EVENT
149680,73677,73627,7709,286,101, NO_EVENT
149705,73544,73627,7031,244,-133, NO_EVENT
149730,73674,73605,6795,251,130, NO_EVENT
149755,73512,73610,11869,356,-162, NO_EVENT
149780,73612,73569,10480,318,100, NO_EVENT
149805,73457,73545,4697,177,-155, NO_EVENT
149830,73729,73695,37957,603,107, NO_EVENT
149855,73627,73612,13703,355,-6, NO_EVENT
149880,73576,73604,975,75,-51, NO_EVENT
149905,73654,73593,4486,203,78, NO_EVENT
149930,73585,73590,9744,295,-69, NO_EVENT
149955,73795,73628,15933,420,210, NO_EVENT
149980,73613,73648,6343,252,-182, NO_EVENT
150005,73591,73648,26147,536,-23, NO_EVENT
150030,73539,73596,15999,379,-29, NO_EVENT
150055,73587,73611,6364,234,48, NO_EVENT
150080,73646,73642,5399,209,59, NO_EVENT
150105,73652,73594,20813,433,6, NO_EVENT
150130,73539,73598,3807,196,-113, NO_EVENT
150155,73536,73604,15793,376,-3, NO_EVENT
150180,73519,73596,3602,170,-17, NO_EVENT
150205,73554,73618,10880,306,-61, NO_EVENT
150230,73607,73589,4150,178,83, NO_EVENT
150255,73559,73596,7568,239,-48, NO_EVENT
150280,73625,73600,3212,176,66, NO_EVENT
150305,73568,73572,3176,153,-57, NO_EVENT
150330,73645,73597,2435,134,77, NO_EVENT
150355,73525,73599,5572,218,-120, NO_EVENT
150380,73591,73551,9916,339,37, NO_EVENT
150405,73632,73546,7205,221,7, NO_EVENT
150430,73654,73553,7982,219,22, NO_EVENT
150455,73599,73634,6425,246,-55, NO_EVENT
150480,73617,73663,6021,226,18, NO_EVENT
150505,73619,73654,18865,421,2, NO_EVENT
150530,73462,73637,7423,272,-157, NO_EVENT
150555,73591,73587,3571,209,6, NO_EVENT
150580,73591,73673,4823,221,-116, NO_EVENT
150605,73605,73568,3017,155,14, NO_EVENT
150630,73619,73617,4981,216,14, NO_EVENT
150655,73622,73631,18205,424,3, NO_EVENT
150680,73615,73631,23995,466,-7, NO_EVENT
150705,73602,73670,10780,295,-13, NO_EVENT
150730,73540,73622,6012,226,-153, NO_EVENT
150755,73570,73648,15868,363,-116, NO_EVENT
150780,73534,73587,16814,398,-36, NO_EVENT
150805,73636,73648,8127,296,102, NO_EVENT
150830,73666,73633,4207,186,30, NO_EVENT
150855,73578,73671,2742,197,-88, NO_EVENT
150880,73565,73613,3523,164,-13, NO_EVENT
150905,73679,73657,17222,443,47, NO_EVENT
150930,73576,73625,15334,342,50, NO_EVENT
150955,73535,73609,2661,152,-41, NO_EVENT
150980,73597,73635,5485,259,62, NO_EVENT
151005,73609,73645,14493,358,12, NO_EVENT
151030,73759,73589,7012,265,150, NO_EVENT
151055,73465,73627,11513,299,-294, NO_EVENT
151080,73477,73608,6934,285,-165, NO_EVENT
151105,73649,73583,24362,524,90, NO_EVENT
151130,73722,73628,5192,227,73, NO_EVENT
151155,73740,73616,15880,375,18, NO_EVENT
151180,73706,73687,9162,315,-34, NO_EVENT
151205,73635,73661,8815,269,-71, NO_EVENT
151230,73589,73620,7856,287,-46, NO_EVENT
151255,73690,73618,12281,349,56, NO_EVENT
151280,73570,73633,1423,128,-62, NO_EVENT
151305,73606,73615,7421,268,36, NO_EVENT
151330,73717,73662,19869,431,111, NO_EVENT
151355,73613,73663,15953,401,-104, NO_EVENT
151380,73559,73627,9678,289,-54, NO_EVENT
151405,73499,73614,12875,320,-60, NO_EVENT
151430,73618,73636,18398,429,34, NO_EVENT
151455,73653,73634,953,83,1, NO_EVENT
151480,73699,73607,9672,304,46, NO_EVENT
151505,73568,73603,4968,215,-131, NO_EVENT
151530,73699,73647,3610,133,131, NO_EVENT
151555,73783,73575,15981,422,84, NO_EVENT
151580,73459,73617,11763,324,-324, NO_EVENT
151605,73536,73590,16372,415,-51, NO_EVENT
151630,73633,73665,12062,290,9, NO_EVENT
151655,73615,73692,3435,192,-18, NO_EVENT
151680,73683,73600,13487,347,68, NO_EVENT
151705,73666,73634,4928,173,-17, NO_EVENT
151730,73678,73577,3645,195,12, NO_EVENT
151755,73593,73665,7843,279,-85, NO_EVENT
151780,73768,73641,8089,230,175, NO_EVENT
151805,73508,73657,10945,323,-95, NO_EVENT
151830,73657,73567,6476,235,224, NO_EVENT
151855,73600,73638,10625,329,-57, NO_EVENT
151880,73685,73678,26639,502,85, NO_EVENT
151905,73583,73553,22075,396,-102, NO_EVENT
151930,73607,73607,13420,397,24, NO_EVENT
151955,73507,73606,14786,366,-100, NO_EVENT
151980,73562,73619,2977,145,-21, NO_EVENT
152005,73608,73590,3667,185,75, NO_EVENT
152030,73600,73654,6410,243,-8, NO_EVENT
152055,73615,73636,12303,326,15, NO_EVENT
152080,73706,73641,14302,314,91, NO_EVENT
152105,73717,73592,20187,429,11, NO_EVENT
152130,73615,73643,10046,293,-102, NO_EVENT
152155,73675,73648,6814,241,126, NO_EVENT
152180,73711,73583,2690,169,164, NO_EVENT
152205,73614,73602,7077,252,-97, NO_EVENT
152230,73627,73602,21932,421,13, NO_EVENT
152255,73578,73672,16269,345,-49, NO_EVENT
152280,73649,73578,19717,456,71, NO_EVENT
152305,73500,73601,10688,319,-149, NO_EVENT
152330,73587,73656,3290,181,-84, NO_EVENT
152355,73642,73681,5399,236,-46, NO_EVENT
152380,73563,73593,7509,252,-79, NO_EVENT
152405,73575,73600,1725,123,12, NO_EVENT
152430,73536,73626,9936,267,-39, NO_EVENT
152455,73546,73608,15273,385,10, NO_EVENT
152480,73553,73641,14605,357,7, NO_EVENT
152505,73537,73658,13509,372,-70, NO_EVENT
152530,73614,73622,5082,222,4, NO_EVENT
152555,73609,73616,17655,444,-5, NO_EVENT
152580,73608,73671,12287,340,-1, NO_EVENT
152605,73571,73586,8536,258,-37, NO_EVENT
152630,73635,73585,7796,273,64, NO_EVENT
152655,73661,73687,9451,292,26, NO_EVENT
152680,73622,73619,5844,254,-12, NO_EVENT
152705,73636,73588,4834,176,14, NO_EVENT
152730,73648,73627,2697,164,12, NO_EVENT
152755,73630,73619,17057,456,-18, NO_EVENT
152780,73583,73592,3173,163,-47, NO_EVENT
152805,73549,73636,8565,280,-34, NO_EVENT
152830,73561,73693,20084,407,12, NO_EVENT
152855,73613,73622,13024,393,-34, NO_EVENT
152880,73595,73701,7525,271,-97, NO_EVENT
152905,73619,73616,23914,468,24, NO_EVENT
152930,73602,73581,9229,272,-17, NO_EVENT
152955,73600,73614,5674,235,-2, NO_EVENT
152980,73817,73594,21604,464,217, NO_EVENT
153005,73451,73653,27608,464,-366, NO_EVENT
153030,73566,73670,10712,295,43, NO_EVENT
153055,73470,73585,7125,209,-207, NO_EVENT
153080,73628,73663,27074,559,158, NO_EVENT
153105,73618,73641,8759,268,-10, NO_EVENT
153130,73710,73575,9506,290,92, NO_EVENT
153155,73699,73613,8577,245,-11, NO_EVENT
153180,73449,73609,11029,295,-250, NO_EVENT
153205,73568,73602,1673,127,22, NO_EVENT
153230,73629,73645,8258,290,10, NO_EVENT
153255,73682,73660,10922,347,53, NO_EVENT
153280,73587,73562,3849,219,-95, NO_EVENT
153305,73519,73677,42313,619,-68, NO_EVENT
153330,73619,73621,16819,414,100, NO_EVENT
153355,73588,73634,14030,363,-31, NO_EVENT
153380,73501,73584,11760,339,-87, NO_EVENT
153405,73646,73661,28544,522,40, NO_EVENT
153430,73684,73558,7939,259,95, NO_EVENT
153455,73700,73633,17316,390,16, NO_EVENT
153480,73599,73660,17029,379,-101, NO_EVENT
153505,73683,73632,22606,477,84, NO_EVENT
153530,73615,73604,6170,209,-68, NO_EVENT
153555,73573,73620,4968,222,-42, NO_EVENT
153580,73590,73640,5758,214,-40, NO_EVENT
153605,73651,73585,4871,203,69, NO_EVENT
153630,73629,73615,8524,297,-22, NO_EVENT
153655,73521,73652,25738,485,-108, NO_EVENT
153680,73632,73621,3573,176,111, NO_EVENT
153705,73622,73593,17520,451,-10, NO_EVENT
153730,73613,73638,6959,252,-9, NO_EVENT
153755,73561,73609,5322,204,17, NO_EVENT
153780,73656,73595,5938,203,5, NO_EVENT
153805,73582,73615,5812,254,-74, NO_EVENT
153830,73604,73585,4788,223,22, NO_EVENT
153855,73635,73666,16654,392,31, NO_EVENT
153880,73565,73610,11909,302,-70, NO_EVENT
153905,73753,73625,17521,380,188, NO_EVENT
153930,73599,73654,12364,340,-61, NO_EVENT
153955,73619,73668,20232,379,75, NO_EVENT
153980,73559,73623,10929,331,-60, NO_EVENT
154005,73695,73619,21860,491,136, NO_EVENT
154030,73649,73575,9907,298,-46, NO_EVENT
154055,73636,73633,18492,413,-13, NO_EVENT
154080,73635,73653,1344,115,-1, NO_EVENT
154105,73620,73648,2420,160,-58, NO_EVENT
154130,73624,73626,260,48,-24, NO_EVENT
154155,73626,73682,10492,329,2, NO_EVENT
154180,73733,73677,14578,374,107, NO_EVENT
154205,73618,73634,14328,372,-115, NO_EVENT
154230,73653,73582,6514,242,35, NO_EVENT
154255,73691,73691,9794,300,38, NO_EVENT
154280,73555,73665,21568,446,22, NO_EVENT
154305,73724,73693,14067,332,119, NO_EVENT
154330,73760,73716,93406,957,36, NO_EVENT
154355,73713,73664,21716,446,-47, NO_EVENT
154380,73807,73731,10274,317,94, NO_EVENT
154405,73897,73800,20126,463,90, NO_EVENT
154430,73981,74002,24953,386,84, NO_EVENT
154455,76332,75349,517535,1687,1636, NO_EVENT
154480,80885,78631,1687165,4553,4553, NO_EVENT
154505,84074,82300,922444,3189,3189, NO_EVENT
154530,191982,133635,99979324,107908,107908, TOUCHED
154555,210775,211808,19698019,22512,18793, TOUCHED
154580,215749,212089,7226886,6435,1296, TOUCHED
154605,214373,213740,3271744,3840,-1376, TOUCHED
154630,95605,188616,19194643,118768,-118768, UNTOUCHED
154655,83127,87627,14769425,12478,-12478, NO_EVENT
154680,82237,83010,202170,1169,-890, NO_EVENT
154705,80469,81625,517125,1899,-1768, NO_EVENT
154730,78005,79602,973713,3033,-3033, NO_EVENT
154755,78183,78047,105835,1000,178, NO_EVENT
154780,78722,78439,581644,2266,-1185, NO_EVENT
154805,77227,77827,1377603,3431,-1495, NO_EVENT
154830,79261,78405,894446,2692,2034, NO_EVENT
154855,83516,82122,1867609,4255,4255, NO_EVENT
154880,178918,173757,46017750,32493,22697, TOUCHED
154905,158731,176019,28106024,21573,-20187, TOUCHED
154930,155963,161012,25112179,11566,-2768, TOUCHED
154955,82780,121213,23687048,73675,-73183, UNTOUCHED
154980,78132,80666,2114481,4648,-4648, NO_EVENT
155005,75612,77216,926455,2831,-2520, NO_EVENT
155030,75259,75774,204547,1105,-353, NO_EVENT
155055,74912,74909,34838,568,-255, NO_EVENT
