id,raw,avg,var,maxminusmin,lastminusfirst,label
1,85314,85332,4832,218,-127, NO_EVENT
2,85278,85279,1219,105,-36, NO_EVENT
3,85304,85240,2026,125,26, NO_EVENT
4,75920,81530,24413177,10727,-9384, NO_EVENT
5,74459,75216,428514,1751,-1461, NO_EVENT
6,74338,74886,219188,1259,-977, NO_EVENT
7,74464,74821,250796,1331,126, NO_EVENT
8,74818,74887,193546,1321,354, NO_EVENT
9,75472,74907,163652,970,654, NO_EVENT
10,74609,74463,12872,368,63, NO_EVENT
11,75923,74704,183166,1526,1314, NO_EVENT
12,74904,75421,389164,1803,-1019, NO_EVENT
13,75083,74717,102592,913,179, NO_EVENT
14,74734,74961,152065,1226,-999, NO_EVENT
15,76781,74923,557846,2448,2448, NO_EVENT
16,74508,75281,363291,2273,-2273, NO_EVENT
17,74628,74882,161289,1143,120, NO_EVENT
18,74623,74933,75910,751,-713, NO_EVENT
19,77922,75681,1624682,3374,3289, NO_EVENT
20,74699,75263,1049547,3307,-3223, NO_EVENT
21,74419,74705,77569,697,-280, NO_EVENT
22,74367,75015,378567,1572,-283, NO_EVENT
23,75871,75031,135730,1183,1183, NO_EVENT
24,75026,75038,218910,1248,-845, NO_EVENT
25,74745,74631,77707,744,-281, NO_EVENT
26,74411,74787,138236,1111,-334, NO_EVENT
27,75270,75120,343073,1720,568, NO_EVENT
28,75378,75001,93526,816,108, NO_EVENT
29,74139,74936,183217,1580,-1239, NO_EVENT
30,74948,74732,170589,1323,809, NO_EVENT
31,74510,75384,618175,2120,-2120, NO_EVENT
32,74391,74752,66023,906,-119, NO_EVENT
33,74858,75025,322985,1406,467, NO_EVENT
34,74452,75258,205589,1304,-406, NO_EVENT
35,75136,75572,857140,2773,189, NO_EVENT
36,74999,74887,133174,1098,-137, NO_EVENT
37,74585,74832,50698,662,-414, NO_EVENT
38,75868,74887,315731,1674,1283, NO_EVENT
39,74233,75500,648117,2321,-933, NO_EVENT
40,75005,74784,101019,853,772, NO_EVENT
41,74405,75459,305451,1656,-600, NO_EVENT
42,74471,74628,86935,820,66, NO_EVENT
43,74857,74785,39955,593,40, NO_EVENT
44,74376,74701,201898,1348,-162, NO_EVENT
45,74647,74801,47167,760,271, NO_EVENT
46,74832,75184,243511,1471,185, NO_EVENT
47,74528,74972,278728,1571,-304, NO_EVENT
48,74660,74813,92947,802,286, NO_EVENT
49,74881,74692,79718,859,221, NO_EVENT
50,74946,75665,305377,1687,65, NO_EVENT
51,74425,74811,154924,1084,-521, NO_EVENT
52,74978,74868,122046,890,560, NO_EVENT
53,74245,74761,186708,1171,-733, NO_EVENT
54,75025,74825,154102,1196,780, NO_EVENT
55,74630,74853,52292,580,-395, NO_EVENT
56,74496,74721,31441,499,-7, NO_EVENT
57,74647,74875,68707,925,151, NO_EVENT
58,74698,74960,686824,2503,51, NO_EVENT
59,74545,74753,39297,520,-153, NO_EVENT
60,75087,74753,50935,672,542, NO_EVENT
61,77830,75538,794397,3016,2740, NO_EVENT
62,74986,75270,617159,3074,-2844, NO_EVENT
63,74401,74731,113961,895,-585, NO_EVENT
64,74439,74795,114717,1035,38, NO_EVENT
65,74776,75777,2328888,4612,320, NO_EVENT
66,74399,74776,203196,1179,-377, NO_EVENT
67,75136,74749,85600,737,737, NO_EVENT
68,75293,75536,722075,2793,157, NO_EVENT
69,75033,75422,408576,1881,-30, NO_EVENT
70,74632,74856,88835,896,-401, NO_EVENT
71,74932,74710,32822,568,300, NO_EVENT
72,74865,75429,224848,1469,-67, NO_EVENT
73,74733,75007,53218,667,-438, NO_EVENT
74,75009,74878,28646,515,276, NO_EVENT
75,74436,75254,560130,2124,-573, NO_EVENT
76,74761,75005,309809,1577,325, NO_EVENT
77,74274,74968,168619,1183,-633, NO_EVENT
78,74293,74792,314671,1625,19, NO_EVENT
79,75665,75319,564953,2309,1372, NO_EVENT
80,74553,75194,622760,2374,-1112, NO_EVENT
81,75137,75179,103604,988,181, NO_EVENT
82,74939,75006,124684,1153,-198, NO_EVENT
83,75015,75389,163067,1036,76, NO_EVENT
84,75087,75272,325523,1582,72, NO_EVENT
85,74726,75035,90230,930,-223, NO_EVENT
86,75172,75020,176704,1083,446, NO_EVENT
87,75138,75423,792468,2703,-34, NO_EVENT
88,74689,75299,251151,1382,-449, NO_EVENT
89,74444,75116,110965,1217,-653, NO_EVENT
90,74915,75173,167594,1459,471, NO_EVENT
91,74373,74806,111502,984,-542, NO_EVENT
92,74824,74809,167803,1179,451, NO_EVENT
93,74939,74877,49549,705,389, NO_EVENT
94,75378,75242,371079,1718,439, NO_EVENT
95,75044,75242,452983,1925,-334, NO_EVENT
96,74840,74813,38747,610,-204, NO_EVENT
97,75968,75025,178015,1389,701, NO_EVENT
98,75055,75744,159860,1403,-913, NO_EVENT
99,74750,74966,37070,496,-305, NO_EVENT
100,76053,75433,202878,1303,1303, NO_EVENT
101,76433,75483,431785,1847,887, NO_EVENT
102,75390,74964,177919,1926,-1043, NO_EVENT
103,75583,75289,219014,1520,193, NO_EVENT
104,75819,75287,269040,1334,236, NO_EVENT
105,74277,76397,1275905,3558,-2887, NO_EVENT
106,74906,75379,838677,2852,629, NO_EVENT
107,74695,75360,551297,1926,-211, NO_EVENT
108,75137,75525,433873,1831,-547, NO_EVENT
109,76626,75516,374594,1874,1489, NO_EVENT
110,74438,75928,712343,2949,-2188, NO_EVENT
111,77754,76406,1204463,3316,3316, NO_EVENT
112,76615,76393,939948,2917,1522, NO_EVENT
113,75693,76619,888675,2655,-922, NO_EVENT
114,75680,76329,419052,1653,-13, NO_EVENT
115,76151,76261,301329,1677,471, NO_EVENT
116,77278,76982,133077,1354,1127, NO_EVENT
117,77713,77645,162369,1114,-339, NO_EVENT
118,80425,78681,351253,2712,2712, NO_EVENT
119,80247,80042,163068,1163,-178, NO_EVENT
120,82160,81403,264234,1913,1913, NO_EVENT
121,82071,81940,35332,485,299, NO_EVENT
122,82465,82350,20368,452,394, NO_EVENT
123,82843,82595,10741,378,378, NO_EVENT
124,84638,83174,448897,1958,1795, NO_EVENT
125,168552,119651,48528923,83914,83914, TOUCHED
126,219760,213249,100767173,51208,51208, TOUCHED
127,218684,219118,156496,1076,-1076, TOUCHED
128,220100,219924,76539,1416,1416, TOUCHED
129,218062,219086,968572,2038,-2038, TOUCHED
130,182601,216616,100728900,37379,-36661, TOUCHED
131,85945,101421,46647313,96656,-96656, UNTOUCHED
132,84420,85249,443331,1769,-1525, NO_EVENT
133,83008,83831,204839,1412,-1412, NO_EVENT
134,83281,83041,27731,451,273, NO_EVENT
135,83683,83421,39817,593,402, NO_EVENT
136,86409,84437,430303,2935,2935, NO_EVENT
137,88431,87120,1252813,2735,2022, NO_EVENT
138,218658,146226,128547863,126942,126942, TOUCHED
139,220031,219758,586617,1720,1373, TOUCHED
140,219868,219917,4983,163,-163, TOUCHED
141,218708,219518,211349,1160,-1160, TOUCHED
142,219132,219470,332258,1341,424, TOUCHED
143,90885,169011,66656819,129114,-128247, UNTOUCHED
144,86960,88415,1986486,4260,-3925, NO_EVENT
145,84778,86061,309325,2182,-2182, NO_EVENT
146,84136,84822,142184,1145,-642, NO_EVENT
147,83905,84156,14882,422,-231, NO_EVENT
148,84623,84453,74950,978,718, NO_EVENT
149,85855,85252,439867,1836,1232, NO_EVENT
150,89106,87780,1066538,3251,3251, NO_EVENT
151,117288,103382,153619658,28182,28182, TOUCHED
152,219386,215041,54629006,102098,102098, TOUCHED
153,216768,217930,615196,1974,-1974, TOUCHED
154,218651,216623,221929,2342,1883, TOUCHED
155,218248,217908,512163,1479,-403, TOUCHED
156,161651,204004,51718776,56597,-56597, TOUCHED
157,90289,95056,12484577,10402,-10402, UNTOUCHED
158,87215,88548,423176,3074,-3074, NO_EVENT
159,86089,86494,193444,1126,-1126, NO_EVENT
160,84693,85325,358637,1561,-1396, NO_EVENT
161,84712,85162,167558,1220,19, NO_EVENT
162,85203,85078,16351,299,267, NO_EVENT
163,86589,86236,215788,1303,406, NO_EVENT
164,89816,88510,977643,2963,2963, NO_EVENT
165,191473,106231,136213546,99723,99723, TOUCHED
166,219878,209000,1227304,28405,28405, TOUCHED
167,219965,219755,24944,371,87, TOUCHED
168,219743,219810,11285,230,-222, TOUCHED
169,219570,220036,143910,856,-173, TOUCHED
170,218964,220019,498077,1704,-606, TOUCHED
171,96131,161802,76257804,122833,-122833, TOUCHED
172,89277,92411,5187760,6854,-6854, UNTOUCHED
173,87979,88489,108370,937,-937, NO_EVENT
174,85847,86893,333963,1553,-1553, NO_EVENT
175,87051,86766,374364,1793,-643, NO_EVENT
176,86253,86471,310418,1586,3, NO_EVENT
177,87336,86923,206040,1145,145, NO_EVENT
178,91455,89077,1738322,3949,3949, NO_EVENT
179,219095,133082,128255960,125290,125290, TOUCHED
180,219873,220253,712657,1928,778, TOUCHED
181,219488,220380,527203,1634,-385, TOUCHED
182,220243,220282,229147,1180,755, TOUCHED
183,101703,152600,22875232,118540,-118540, TOUCHED
184,91907,96051,10056813,9796,-9796, UNTOUCHED
185,88122,89438,1693816,3438,-3438, NO_EVENT
186,86842,87737,280860,1537,-1537, NO_EVENT
187,86020,86198,550166,1977,-1442, NO_EVENT
188,85071,85302,82030,815,141, NO_EVENT
189,84864,84951,117367,1124,-554, NO_EVENT
190,86014,85311,122953,1150,1150, NO_EVENT
191,88490,86829,594739,2476,2476, NO_EVENT
192,133352,104108,60470786,44862,44862, TOUCHED
193,220952,206542,161507367,87600,87600, TOUCHED
194,221026,220760,64571,529,74, TOUCHED
195,220706,220705,15212,395,-320, TOUCHED
196,220452,220204,107749,834,-254, TOUCHED
197,93646,128405,99488487,126806,-126806, UNTOUCHED
198,87895,89955,3918213,5751,-5751, NO_EVENT
199,84938,86519,775298,2957,-2957, NO_EVENT
200,83430,84101,438307,1801,-1508, NO_EVENT
201,82742,82941,99233,881,-688, NO_EVENT
202,82745,82775,23611,438,3, NO_EVENT
203,82617,82717,10926,305,-77, NO_EVENT
204,82548,82681,20548,415,-69, NO_EVENT
205,83042,82670,21233,494,494, NO_EVENT
206,83203,83071,78245,815,161, NO_EVENT
207,83589,83204,53156,659,283, NO_EVENT
208,85961,84324,399061,2250,2246, NO_EVENT
209,91317,87955,4237188,5356,5356, NO_EVENT
210,291600,211486,6460478,200283,200283, TOUCHED
211,342237,333355,92492286,52367,50637, TOUCHED
212,95966,206680,88463218,246271,-246271, UNTOUCHED
213,88908,90739,2659420,4096,-4096, NO_EVENT
214,86295,87344,622803,2613,-2613, NO_EVENT
215,86412,86408,6603,227,117, NO_EVENT
216,84905,85499,155255,1507,-1507, NO_EVENT
217,85449,85355,32423,527,77, NO_EVENT
218,85728,85585,46593,594,250, NO_EVENT
219,86536,86155,45551,808,808, NO_EVENT
220,89290,87509,555294,2754,2754, NO_EVENT
221,93331,90550,2294720,4041,4041, NO_EVENT
222,363545,149373,133551777,270214,270214, TOUCHED
223,363498,363531,446,47,-47, TOUCHED
224,92062,180226,73452689,271436,-271436, UNTOUCHED
225,86230,88981,2216181,5832,-5832, NO_EVENT
226,84744,85548,489902,1967,-1486, NO_EVENT
227,83866,84560,169850,1358,-878, NO_EVENT
228,83664,83918,36684,478,-171, NO_EVENT
229,83484,83573,25161,523,-384, NO_EVENT
230,83334,83422,32982,506,-150, NO_EVENT
231,84123,83715,85529,789,789, NO_EVENT
232,84222,84081,39818,555,99, NO_EVENT
233,85747,85208,154684,1525,1525, NO_EVENT
234,88794,87017,1119938,2995,2643, NO_EVENT
235,96400,93848,8564519,6524,6524, TOUCHED
236,338031,289704,64557067,241631,241631, TOUCHED
237,363980,364737,143489,947,-947, TOUCHED
238,108235,216616,4989873,255745,-255745, TOUCHED
239,91187,96390,19418119,17048,-17048, UNTOUCHED
240,89037,89602,355153,2171,-2150, NO_EVENT
241,86834,87842,453544,2203,-2203, NO_EVENT
242,86616,86919,241124,1289,-218, NO_EVENT
243,86708,86566,45683,545,92, NO_EVENT
244,85917,86627,184703,1402,-791, NO_EVENT
245,86483,86315,112552,922,566, NO_EVENT
246,86975,86721,39338,510,492, NO_EVENT
247,89219,87769,444642,2315,2244, NO_EVENT
248,125964,96666,164743244,36745,36745, TOUCHED
249,362341,211059,160286248,236377,236377, TOUCHED
250,363409,362939,281049,1068,1068, TOUCHED
251,229442,331680,36804202,134782,-133967, TOUCHED
252,90912,97687,36100856,17162,-17162, UNTOUCHED
253,86464,88795,1319574,4448,-4448, NO_EVENT
254,84862,85846,288084,1604,-1602, NO_EVENT
255,84072,84495,273690,1281,-790, NO_EVENT
256,83665,83757,25206,407,-1, NO_EVENT
257,83320,83459,15677,348,-136, NO_EVENT
258,83174,83261,29361,528,-146, NO_EVENT
259,83494,83359,49203,627,320, NO_EVENT
260,86117,84726,621689,2623,2623, NO_EVENT
261,127658,114777,9026156,41541,41541, TOUCHED
262,303256,303452,18174,289,-289, TOUCHED
263,305094,304432,778347,1838,1838, TOUCHED
264,302537,305425,3335322,4098,-2557, TOUCHED
265,97943,221753,145798095,204594,-204594, TOUCHED
266,87132,90651,7043649,10811,-10811, UNTOUCHED
267,85592,86387,604594,2128,-1540, NO_EVENT
268,84611,85120,119619,981,-981, NO_EVENT
269,83819,84054,46217,792,-792, NO_EVENT
270,83983,83801,33247,461,263, NO_EVENT
271,84420,84048,32446,640,437, NO_EVENT
272,85845,85114,254805,1425,1425, NO_EVENT
273,89979,87951,2145125,4134,4134, NO_EVENT
274,302420,188475,96897869,167566,167566, TOUCHED
275,303303,302985,179640,883,883, TOUCHED
276,288871,299098,49243388,15079,-14432, TOUCHED
277,91201,130156,33622174,197670,-197670, UNTOUCHED
278,87946,89534,1011837,3255,-3255, NO_EVENT
279,86124,87056,481558,1828,-1822, NO_EVENT
280,85233,85728,60932,891,-891, NO_EVENT
281,84707,84932,40841,574,-526, NO_EVENT
282,84722,84916,21547,401,15, NO_EVENT
283,85864,85012,283070,1516,1142, NO_EVENT
284,86457,85918,147752,946,593, NO_EVENT
285,91512,88606,2216857,5055,5055, NO_EVENT
286,317200,139342,7191168,225688,225688, TOUCHED
287,323230,320094,9075680,6030,6030, TOUCHED
288,320220,323219,379154,3163,-3010, TOUCHED
289,320807,320407,74978,587,587, TOUCHED
290,101892,272596,15851440,218915,-218915, TOUCHED
291,90136,94697,16711537,11756,-11756, UNTOUCHED
292,86694,88185,792252,2577,-2577, NO_EVENT
293,86161,86665,120403,1045,-533, NO_EVENT
294,84951,85289,42003,619,-619, NO_EVENT
295,84727,84766,35450,523,-54, NO_EVENT
296,85842,84873,91150,1346,1115, NO_EVENT
297,88613,86606,523237,2771,2771, NO_EVENT
298,143225,96462,127969486,54612,54612, TOUCHED
299,223247,192759,90162943,82947,80022, TOUCHED
300,222618,223155,39604,629,-629, TOUCHED
301,220178,221971,557027,2440,-2440, TOUCHED
302,99057,198810,60011770,121121,-121121, TOUCHED
303,88851,92357,12452338,10206,-10206, UNTOUCHED
304,85642,87103,1209699,3099,-2982, NO_EVENT
305,84240,85067,344017,1740,-1402, NO_EVENT
306,83709,83960,22186,531,-531, NO_EVENT
307,83598,83666,91161,843,-111, NO_EVENT
308,84481,84257,61521,883,883, NO_EVENT
309,87417,86115,607151,2936,2936, NO_EVENT
310,114120,96096,127078208,26703,26703, TOUCHED
311,215063,193128,16942804,100943,100943, TOUCHED
312,217566,215996,1385790,2503,2503, TOUCHED
313,215601,216348,450378,1965,-1965, TOUCHED
314,217197,216794,199029,1596,1596, TOUCHED
315,96410,169647,114237737,120787,-120787, TOUCHED
316,87944,90879,7311847,8466,-8466, UNTOUCHED
317,85150,86387,870985,2794,-2794, NO_EVENT
318,84110,84379,177169,1361,-1040, NO_EVENT
319,83002,83501,107287,1108,-1108, NO_EVENT
320,83365,83272,44935,560,363, NO_EVENT
321,85514,84423,219458,1638,1638, NO_EVENT
322,101177,89973,32735648,15663,15663, TOUCHED
323,214539,179533,161701030,113362,113362, TOUCHED
324,217453,213738,7178818,6281,2914, TOUCHED
325,214571,216237,1360182,2882,-2882, TOUCHED
326,218480,216614,2168082,3909,3909, TOUCHED
327,89220,114255,54374442,77605,-77605, UNTOUCHED
328,84807,86724,1891264,4413,-4413, NO_EVENT
329,82721,83483,691943,2086,-2086, NO_EVENT
330,82564,82693,37086,542,-157, NO_EVENT
331,82514,82609,28058,439,-202, NO_EVENT
332,82361,82580,12539,337,-153, NO_EVENT
333,82575,82639,12676,440,214, NO_EVENT
334,84297,83147,362254,1722,1722, NO_EVENT
335,213624,141031,123071600,126851,126851, TOUCHED
336,216436,215359,1229090,2812,2812, TOUCHED
337,213538,215372,1352948,2898,-2898, TOUCHED
338,103740,203242,12602382,110330,-109798, TOUCHED
339,85933,91540,26843595,17807,-17807, UNTOUCHED
340,82737,84480,1065995,3196,-3196, NO_EVENT
341,82403,82724,58970,710,-334, NO_EVENT
342,82610,82652,9307,400,207, NO_EVENT
343,82387,82480,8717,274,-60, NO_EVENT
344,82289,82449,7736,247,-98, NO_EVENT
345,82152,82399,43713,591,-137, NO_EVENT
346,82691,82563,25434,558,539, NO_EVENT
347,134207,89489,101455838,51605,51605, TOUCHED
348,213804,186394,158417642,82192,79597, TOUCHED
349,216773,216126,2595492,3602,2969, TOUCHED
350,89917,166389,25017268,126856,-126856, UNTOUCHED
351,83491,86325,4000576,6426,-6426, NO_EVENT
352,82460,82797,79025,1031,-1031, NO_EVENT
353,82489,82569,10857,278,29, NO_EVENT
354,82171,82389,30683,505,-318, NO_EVENT
355,82210,82181,6191,225,-108, NO_EVENT
356,81781,82039,106064,906,-429, NO_EVENT
357,81820,81782,119871,1142,39, NO_EVENT
358,82513,81805,114921,1285,1285, NO_EVENT
359,82475,82387,26972,467,-38, NO_EVENT
360,109154,95671,167960894,26679,26679, TOUCHED
361,213971,215315,596706,2137,-663, TOUCHED
362,85852,123648,91131926,128119,-128119, UNTOUCHED
363,82707,83447,1121408,3205,-3145, NO_EVENT
364,82410,82569,10511,350,-350, NO_EVENT
365,82406,82386,7694,258,-4, NO_EVENT
366,82178,82366,27835,475,-228, NO_EVENT
367,82421,82331,17301,381,134, NO_EVENT
368,82397,82406,4195,197,-24, NO_EVENT
369,82508,82433,3278,168,111, NO_EVENT
370,82468,82622,12428,295,-40, NO_EVENT
371,83162,82772,15550,541,520, NO_EVENT
372,95272,85266,5522607,12110,12110, NO_EVENT
373,217575,161358,169073844,122303,122303, TOUCHED
374,216820,216524,884642,2000,-755, TOUCHED
375,196616,212344,62042617,20204,-20204, TOUCHED
376,91440,124806,32924698,105176,-105176, UNTOUCHED
377,86236,87507,2085049,3694,-3292, NO_EVENT
378,83338,84480,440428,1728,-1728, NO_EVENT
379,82667,82975,65871,681,-681, NO_EVENT
380,82864,82735,6109,247,197, NO_EVENT
381,82674,82697,5730,266,-190, NO_EVENT
382,82708,82620,17600,370,34, NO_EVENT
383,82497,82537,15526,407,-78, NO_EVENT
384,82793,82604,6621,296,296, NO_EVENT
385,97679,84995,22551316,15018,14886, TOUCHED
386,206227,170462,66985609,116076,108548, TOUCHED
387,211051,211960,16332348,9533,4824, TOUCHED
388,110867,206067,36234218,101108,-100184, TOUCHED
389,82982,90626,82926330,27885,-27885, UNTOUCHED
390,82713,82730,17653,378,-269, NO_EVENT
391,82531,82572,17227,365,-182, NO_EVENT
392,82264,82445,25085,470,-267, NO_EVENT
393,82241,82330,4876,195,-151, NO_EVENT
394,82209,82293,6505,232,-32, NO_EVENT
395,81873,81967,20065,448,-336, NO_EVENT
396,81254,81301,166176,1345,-35, NO_EVENT
397,78117,79575,1398015,3137,-3137, NO_EVENT
398,77234,77627,971987,3146,-883, NO_EVENT
399,76591,77057,499184,2240,-643, NO_EVENT
400,75979,76524,137416,925,-833, NO_EVENT
401,74719,75005,187412,1359,-1260, NO_EVENT
402,74977,74655,17446,501,258, NO_EVENT
403,74340,74725,51367,637,-637, NO_EVENT
404,74715,74781,88244,922,137, NO_EVENT
405,74612,74811,54466,606,-103, NO_EVENT
406,74550,74733,13123,349,-62, NO_EVENT
407,74848,74526,126772,1015,298, NO_EVENT
408,74438,74636,16683,408,-106, NO_EVENT
409,74243,74377,61532,680,-110, NO_EVENT
410,74382,74354,33586,454,139, NO_EVENT
411,74294,74342,26006,510,-88, NO_EVENT
412,74333,74357,17987,398,39, NO_EVENT
413,74323,74381,3339,163,-113, NO_EVENT
414,73878,74192,15388,416,-321, NO_EVENT
415,74091,74283,25385,629,213, NO_EVENT
416,74072,74403,112885,1046,-19, NO_EVENT
417,74119,74446,66274,823,47, NO_EVENT
418,74148,74341,21000,354,29, NO_EVENT
419,74635,74320,52102,613,562, NO_EVENT
420,74357,74414,130282,1161,-278, NO_EVENT
421,74606,74365,43233,644,249, NO_EVENT
422,74134,74231,28853,541,-472, NO_EVENT
423,74382,74330,16613,416,248, NO_EVENT
424,74290,74297,27398,479,100, NO_EVENT
425,74044,74265,47269,599,-246, NO_EVENT
426,74422,74308,135628,1081,378, NO_EVENT
427,74146,74365,44234,559,-276, NO_EVENT
428,74133,74317,30293,482,-13, NO_EVENT
429,74152,74319,9007,296,-296, NO_EVENT
430,74252,74225,1886,138,96, NO_EVENT
431,73991,74336,44208,622,-261, NO_EVENT
432,74097,74258,54782,684,106, NO_EVENT
433,73995,74298,82537,906,-102, NO_EVENT
434,74122,74234,13260,361,-323, NO_EVENT
435,74277,74206,13026,291,-7, NO_EVENT
436,73973,74280,41302,665,-304, NO_EVENT
437,74446,74273,24627,529,473, NO_EVENT
438,74771,74491,26624,594,325, NO_EVENT
439,73962,74356,63523,809,-809, NO_EVENT
440,74424,74332,14168,336,173, NO_EVENT
441,74422,74396,27272,563,-2, NO_EVENT
442,74428,74270,31479,549,6, NO_EVENT
443,74186,74222,19028,335,-242, NO_EVENT
444,74048,74175,35197,502,-138, NO_EVENT
445,74035,74316,87726,815,71, NO_EVENT
446,73881,74090,51742,657,-299, NO_EVENT
447,74992,74611,160382,1327,1111, NO_EVENT
448,74386,75213,1004535,2706,-606, NO_EVENT
449,75760,75811,1735162,3845,1374, NO_EVENT
450,76131,75834,65112,697,360, NO_EVENT
451,79909,78294,1121344,3778,3778, NO_EVENT
452,81302,80570,352025,1667,1667, NO_EVENT
453,81980,81854,60766,813,678, NO_EVENT
454,82237,82105,33989,439,257, NO_EVENT
455,82638,82443,10448,336,227, NO_EVENT
456,84115,82967,162532,1477,1477, NO_EVENT
457,221899,117006,15773527,137784,137784, TOUCHED
458,222922,222726,332572,1297,1023, TOUCHED
459,222067,222723,108418,855,-855, TOUCHED
460,221368,221980,95800,802,-699, TOUCHED
461,221867,222286,494849,1574,499, TOUCHED
462,90106,125996,37856902,131761,-131761, UNTOUCHED
463,85741,86559,1142709,2794,-2482, NO_EVENT
464,84396,84822,181993,1153,-860, NO_EVENT
465,83503,83786,232723,1285,-893, NO_EVENT
466,83166,83337,10448,337,-337, NO_EVENT
467,84427,83679,282005,1415,1261, NO_EVENT
468,86001,85258,822461,2156,1574, NO_EVENT
469,210814,99769,47788404,123723,123723, TOUCHED
470,221575,217968,34248874,12103,10761, TOUCHED
471,222178,222475,661285,1725,603, TOUCHED
472,208356,220384,27745601,14771,-13822, TOUCHED
473,87393,109135,33789405,120963,-120963, UNTOUCHED
474,84345,85714,913799,3048,-3048, NO_EVENT
475,83209,83796,344119,1564,-1136, NO_EVENT
476,82807,82939,41420,550,-402, NO_EVENT
477,82586,82730,6454,223,-169, NO_EVENT
478,84223,83286,88147,1380,1380, NO_EVENT
479,87542,85638,1061551,3319,3319, NO_EVENT
480,220730,143445,102615461,133188,133188, TOUCHED
481,221604,221336,99059,874,874, TOUCHED
482,222363,221837,130118,779,759, TOUCHED
483,223246,222679,151353,883,883, TOUCHED
484,93906,159745,51119646,129340,-129340, UNTOUCHED
485,84939,87962,7439892,8967,-8967, NO_EVENT
486,82402,83336,528561,2537,-2537, NO_EVENT
487,82576,82648,22198,522,174, NO_EVENT
488,82528,82602,9672,316,-111, NO_EVENT
489,82640,82635,5916,209,112, NO_EVENT
490,82554,82622,9319,288,-86, NO_EVENT
491,83712,83019,132516,1158,1158, NO_EVENT
492,149646,88943,155386340,65327,65327, TOUCHED
493,221976,190918,136005001,73930,72330, TOUCHED
494,222497,222259,63002,521,521, TOUCHED
495,98055,202142,19365654,124571,-124442, TOUCHED
496,87378,91509,14923198,10677,-10677, UNTOUCHED
497,83421,85572,739128,3124,-3124, NO_EVENT
498,82702,83274,54956,847,-719, NO_EVENT
499,82762,82818,51768,594,60, NO_EVENT
500,82724,82793,11150,256,-38, NO_EVENT
501,82709,82779,15019,364,-15, NO_EVENT
502,82642,82768,20674,377,14, NO_EVENT
503,82824,82788,23160,434,182, NO_EVENT
504,82980,82967,8584,245,156, NO_EVENT
505,86205,84880,586663,3225,3225, NO_EVENT
506,222487,142161,15911768,136282,136282, TOUCHED
507,221249,222806,384972,2109,-1238, TOUCHED
508,185791,215897,959538,36189,-35458, TOUCHED
509,86063,100853,1226386,99728,-99728, UNTOUCHED
510,83001,84728,826514,3062,-3062, NO_EVENT
511,82552,82841,60233,659,-449, NO_EVENT
512,82510,82690,26922,473,-356, NO_EVENT
513,82517,82584,6678,227,7, NO_EVENT
514,82462,82574,8068,285,-55, NO_EVENT
515,82563,82651,25060,449,101, NO_EVENT
516,85773,83190,432826,3054,3054, NO_EVENT
517,221933,107677,18137810,136160,136160, TOUCHED
518,221500,222290,244435,1287,-433, TOUCHED
519,221008,222089,558436,1844,-492, TOUCHED
520,89378,121609,23926983,131630,-131630, UNTOUCHED
521,85048,86278,1273461,3061,-3061, NO_EVENT
522,83071,83596,179441,1267,-1267, NO_EVENT
523,82691,82921,8813,380,-380, NO_EVENT
524,82682,82824,16104,306,-9, NO_EVENT
525,82678,82862,14732,332,-4, NO_EVENT
526,83773,83165,67722,925,858, NO_EVENT
527,84641,84114,124551,956,868, NO_EVENT
528,87655,86000,712924,3014,3014, NO_EVENT
529,169864,97191,121857659,82209,82209, TOUCHED
530,222296,199715,13036982,53452,52432, TOUCHED
531,221599,222525,155971,1292,-697, TOUCHED
532,220900,222211,595078,2092,-699, TOUCHED
533,106824,188547,155051572,114076,-114076, TOUCHED
534,92261,97673,23337918,14563,-14563, UNTOUCHED
535,87883,89127,1778527,3315,-3315, NO_EVENT
536,85792,86812,460491,2091,-2091, NO_EVENT
537,86081,85781,228928,1266,-13, NO_EVENT
538,83916,84678,199531,1391,-1391, NO_EVENT
539,84194,84363,20240,343,-305, NO_EVENT
540,84816,84482,46044,622,622, NO_EVENT
541,87797,86099,627678,2981,2981, NO_EVENT
542,196257,115764,158103475,108460,108460, TOUCHED
543,222784,214956,136089045,26527,26527, TOUCHED
544,221869,222401,109886,915,-915, TOUCHED
545,222662,222183,81653,793,793, TOUCHED
546,92838,129577,54835549,129824,-129824, UNTOUCHED
547,86201,87454,1759500,3549,-3047, NO_EVENT
548,82749,84012,554418,2421,-2421, NO_EVENT
549,82494,82757,9429,368,-255, NO_EVENT
550,82296,82568,16762,447,-198, NO_EVENT
551,82253,82419,47899,593,-43, NO_EVENT
552,82565,82617,833,98,-39, NO_EVENT
553,82613,82672,5412,219,48, NO_EVENT
554,83840,83252,142612,1227,1227, NO_EVENT
555,180292,99034,45560288,96452,96452, TOUCHED
556,106088,161350,162312917,106960,-74204, TOUCHED
557,87603,92080,26721114,18485,-18485, UNTOUCHED
558,85281,86175,478171,2322,-2322, NO_EVENT
559,85199,85144,130673,1038,-82, NO_EVENT
560,83127,84285,412488,2072,-2072, NO_EVENT
561,82994,83399,126122,1039,-1039, NO_EVENT
562,82761,82918,26461,396,-103, NO_EVENT
563,82911,82796,61080,749,150, NO_EVENT
564,82937,82933,10657,293,26, NO_EVENT
565,85239,84170,429783,2302,2302, NO_EVENT
566,203471,102151,28789700,117732,117732, TOUCHED
