id,raw,avg,var,maxminusmin,lastminusfirst,label
2226,73682,73679,8509,292,-27, NO_EVENT
2227,73637,73696,10972,313,-45, NO_EVENT
2228,73669,73685,14137,357,32, NO_EVENT
2229,73641,73675,10000,322,-28, NO_EVENT
2230,73585,73681,25617,426,-56, NO_EVENT
2231,73587,73628,5482,198,-135, NO_EVENT
2232,73615,73656,7542,238,-133, NO_EVENT
2233,73733,73669,7094,270,118, NO_EVENT
2234,73654,73676,16786,451,-79, NO_EVENT
2235,73612,73694,14848,370,-42, NO_EVENT
2236,73609,73598,11362,358,-3, NO_EVENT
2237,73790,73663,18198,377,181, NO_EVENT
2238,73635,73697,17332,394,-54, NO_EVENT
2239,73460,73678,18392,443,-295, NO_EVENT
2240,73656,73663,4689,290,196, NO_EVENT
2241,73582,73642,21311,483,-74, NO_EVENT
2242,73612,73671,17464,387,30, NO_EVENT
2243,73707,73654,23241,453,95, NO_EVENT
2244,73620,73684,8313,254,-87, NO_EVENT
2245,73604,73644,1504,104,9, NO_EVENT
2246,73587,73678,13603,347,-15, NO_EVENT
2247,73619,73716,23950,473,32, NO_EVENT
2248,73586,73657,17035,420,-33, NO_EVENT
2249,73640,73715,9464,300,54, NO_EVENT
2250,73667,73645,2312,140,27, NO_EVENT
2251,73799,73694,24920,499,132, NO_EVENT
2252,73442,73641,17768,439,-202, NO_EVENT
2253,73748,73623,12742,359,158, NO_EVENT
2254,73678,73618,12074,336,-70, NO_EVENT
2255,73719,73692,17005,394,41, NO_EVENT
2256,73653,73606,8071,288,-66, NO_EVENT
2257,73677,73673,29143,493,24, NO_EVENT
2258,73631,73653,7295,272,-46, NO_EVENT
2259,73577,73644,9638,301,24, NO_EVENT
2260,73518,73643,4248,217,-96, NO_EVENT
2261,73528,73636,10206,300,10, NO_EVENT
2262,73509,73640,9967,282,-19, NO_EVENT
2263,73538,73671,10558,335,29, NO_EVENT
2264,73575,73665,23217,485,37, NO_EVENT
2265,73671,73612,5673,222,96, NO_EVENT
2266,73692,73732,7445,245,-83, NO_EVENT
2267,73653,73712,21010,460,-51, NO_EVENT
2268,73604,73632,10619,342,-49, NO_EVENT
2269,73649,73696,11726,301,45, NO_EVENT
2270,73665,73672,19304,446,16, NO_EVENT
2271,73674,73716,17758,322,9, NO_EVENT
2272,73613,73649,11124,334,-61, NO_EVENT
2273,73442,73662,17312,445,-196, NO_EVENT
2274,73500,73612,4453,219,-106, NO_EVENT
2275,73602,73598,3652,140,-77, NO_EVENT
2276,73573,73662,32575,484,-29, NO_EVENT
2277,73677,73664,17662,397,104, NO_EVENT
2278,73571,73646,3115,139,-106, NO_EVENT
2279,73568,73609,13000,386,-3, NO_EVENT
2280,73605,73636,5224,216,37, NO_EVENT
2281,73574,73636,13762,356,-8, NO_EVENT
2282,73575,73596,951,73,13, NO_EVENT
2283,73731,73671,8338,284,156, NO_EVENT
2284,73597,73617,8272,254,-134, NO_EVENT
2285,73626,73654,16903,362,29, NO_EVENT
2286,73631,73684,14458,367,5, NO_EVENT
2287,73532,73613,9404,279,-99, NO_EVENT
2288,73593,73639,6260,195,38, NO_EVENT
2289,73623,73578,3941,196,25, NO_EVENT
2290,73681,73609,21430,452,58, NO_EVENT
2291,73633,73636,3611,174,-48, NO_EVENT
2292,73542,73652,35054,568,-91, NO_EVENT
2293,73603,73530,17662,363,61, NO_EVENT
2294,73445,73572,4880,210,-158, NO_EVENT
2295,73561,73610,618,75,-39, NO_EVENT
2296,73671,73558,9160,285,112, NO_EVENT
2297,73631,73656,17532,388,-40, NO_EVENT
2298,73551,73581,5395,216,-80, NO_EVENT
2299,73643,73652,15725,339,92, NO_EVENT
2300,73639,73593,23333,484,-4, NO_EVENT
2301,73476,73640,13800,362,-163, NO_EVENT
2302,73566,73640,8891,235,-34, NO_EVENT
2303,73572,73616,5748,217,-19, NO_EVENT
2304,73626,73664,9639,305,54, NO_EVENT
2305,73563,73653,14474,362,-63, NO_EVENT
2306,73581,73679,9548,326,18, NO_EVENT
2307,73649,73667,10347,313,68, NO_EVENT
2308,73545,73645,3418,191,-104, NO_EVENT
2309,73646,73642,10837,331,46, NO_EVENT
2310,73663,73647,6881,241,59, NO_EVENT
2311,73555,73664,12389,331,-108, NO_EVENT
2312,73651,73581,9301,301,96, NO_EVENT
2313,73609,73622,46902,639,-42, NO_EVENT
2314,73739,73579,6255,272,130, NO_EVENT
2315,73477,73628,32138,520,-262, NO_EVENT
2316,73590,73616,731,76,-44, NO_EVENT
2317,73541,73634,15837,369,-36, NO_EVENT
2318,73738,73604,20131,397,197, NO_EVENT
2319,73588,73628,12690,355,-150, NO_EVENT
2320,73623,73658,17209,384,35, NO_EVENT
2321,73573,73635,10361,328,-50, NO_EVENT
2322,73537,73609,6108,211,-36, NO_EVENT
2323,73737,73658,8220,273,68, NO_EVENT
2324,73640,73668,3688,189,-1, NO_EVENT
2325,73627,73636,8735,268,-13, NO_EVENT
2326,73561,73666,22869,480,-66, NO_EVENT
2327,73633,73596,911,90,72, NO_EVENT
2328,73545,73665,8314,283,-88, NO_EVENT
2329,73401,73584,15646,391,-144, NO_EVENT
2330,73449,73601,5987,233,-107, NO_EVENT
2331,73491,73553,8870,227,-188, NO_EVENT
2332,73667,73661,9834,387,176, NO_EVENT
2333,73650,73658,21787,458,-17, NO_EVENT
2334,73722,73636,6884,251,72, NO_EVENT
2335,73575,73603,11363,315,-147, NO_EVENT
2336,73676,73637,9995,327,101, NO_EVENT
2337,73540,73633,17661,391,-34, NO_EVENT
2338,73509,73596,14048,321,-85, NO_EVENT
2339,73598,73600,7546,228,89, NO_EVENT
2340,73626,73634,7719,245,28, NO_EVENT
2341,73529,73646,11812,349,-97, NO_EVENT
2342,73630,73606,12104,363,101, NO_EVENT
2343,73655,73649,2930,138,25, NO_EVENT
2344,73434,73592,14193,359,-221, NO_EVENT
2345,73464,73637,18927,386,-186, NO_EVENT
2346,73612,73595,1572,100,-38, NO_EVENT
2347,73708,73688,28141,482,96, NO_EVENT
2348,73664,73591,19900,447,-44, NO_EVENT
2349,73634,73609,9966,298,-30, NO_EVENT
2350,73597,73612,6788,242,-37, NO_EVENT
2351,73524,73616,10251,314,-73, NO_EVENT
2352,73505,73639,10954,329,-96, NO_EVENT
2353,73705,73569,5045,208,208, NO_EVENT
2354,73607,73612,10400,309,-98, NO_EVENT
2355,73577,73619,20704,449,-30, NO_EVENT
2356,73602,73550,17296,420,25, NO_EVENT
2357,73703,73590,14925,397,101, NO_EVENT
2358,73591,73700,12720,345,-112, NO_EVENT
2359,73665,73686,9408,298,-18, NO_EVENT
2360,73729,73649,7568,253,98, NO_EVENT
2361,73640,73672,19628,427,-89, NO_EVENT
2362,73601,73636,11157,320,-39, NO_EVENT
2363,73701,73648,15731,348,100, NO_EVENT
2364,73647,73656,10752,317,-54, NO_EVENT
2365,73497,73679,9766,322,-150, NO_EVENT
2366,73655,73668,12095,343,47, NO_EVENT
2367,73471,73603,8540,261,-80, NO_EVENT
2368,73582,73595,16745,419,111, NO_EVENT
2369,73695,73609,26658,497,113, NO_EVENT
2370,73697,73636,28922,490,2, NO_EVENT
2371,73623,73597,10780,320,-74, NO_EVENT
2372,73572,73692,16674,365,-51, NO_EVENT
2373,73477,73606,15320,391,-140, NO_EVENT
2374,73741,73636,6981,220,104, NO_EVENT
2375,73605,73643,16714,410,-136, NO_EVENT
2376,73785,73695,15010,353,180, NO_EVENT
2377,73609,73655,21443,419,-176, NO_EVENT
2378,73644,73576,14048,397,35, NO_EVENT
2379,73479,73621,11505,303,-165, NO_EVENT
2380,73510,73637,25333,497,-86, NO_EVENT
2381,73545,73636,13402,349,-62, NO_EVENT
2382,73632,73610,7187,283,87, NO_EVENT
2383,73620,73649,3762,192,-12, NO_EVENT
2384,73655,73660,12394,364,35, NO_EVENT
2385,73665,73645,4233,201,10, NO_EVENT
2386,73625,73682,17604,350,-40, NO_EVENT
2387,73580,73640,3653,154,-11, NO_EVENT
2388,73623,73667,621,73,-73, NO_EVENT
2389,73681,73646,4192,195,58, NO_EVENT
2390,73613,73620,8750,295,-68, NO_EVENT
2391,73680,73643,6852,248,67, NO_EVENT
2392,73557,73661,5865,258,-123, NO_EVENT
2393,73631,73708,25579,464,74, NO_EVENT
2394,73490,73626,8336,258,-135, NO_EVENT
2395,73705,73638,5676,183,146, NO_EVENT
2396,73491,73642,13512,376,-214, NO_EVENT
2397,73757,73682,18769,424,266, NO_EVENT
2398,73676,73650,18976,411,-81, NO_EVENT
2399,73601,73620,5375,225,-75, NO_EVENT
2400,73673,73678,9856,270,72, NO_EVENT
2401,73414,73579,10062,325,-238, NO_EVENT
2402,73513,73635,7321,263,-92, NO_EVENT
2403,73478,73638,6337,240,-35, NO_EVENT
2404,73617,73657,22945,454,139, NO_EVENT
2405,73658,73617,24851,498,41, NO_EVENT
2406,73614,73638,2520,152,-44, NO_EVENT
2407,73603,73609,12484,358,-11, NO_EVENT
2408,73706,73660,2445,144,103, NO_EVENT
2409,73690,73686,24119,505,28, NO_EVENT
2410,73530,73612,4561,213,-92, NO_EVENT
2411,73536,73681,24210,452,6, NO_EVENT
2412,73560,73606,19649,463,24, NO_EVENT
2413,73590,73614,5091,186,30, NO_EVENT
2414,73627,73614,7473,275,37, NO_EVENT
2415,73515,73601,12892,357,-112, NO_EVENT
2416,73416,73644,14616,378,-302, NO_EVENT
2417,73461,73593,8766,284,-142, NO_EVENT
2418,73507,73643,17113,450,46, NO_EVENT
2419,73615,73579,16655,388,108, NO_EVENT
2420,73610,73634,6600,242,-5, NO_EVENT
2421,73621,73626,2444,128,11, NO_EVENT
2422,73642,73650,11368,373,21, NO_EVENT
2423,73643,73656,5933,228,55, NO_EVENT
2424,73609,73645,14832,364,-11, NO_EVENT
2425,73628,73631,16342,369,19, NO_EVENT
2426,73603,73635,5187,200,-25, NO_EVENT
2427,73690,73615,4271,177,87, NO_EVENT
2428,73584,73653,14173,308,-106, NO_EVENT
2429,73534,73668,26253,399,-50, NO_EVENT
2430,73488,73638,18733,437,-163, NO_EVENT
2431,73721,73648,14623,344,8, NO_EVENT
2432,73646,73630,14502,385,-75, NO_EVENT
2433,73620,73643,15590,428,-26, NO_EVENT
2434,73636,73611,9789,330,16, NO_EVENT
2435,73570,73676,14655,324,-66, NO_EVENT
2436,73600,73643,13817,355,30, NO_EVENT
2437,73495,73627,7549,288,-173, NO_EVENT
2438,73539,73689,4674,221,-221, NO_EVENT
2439,73468,73601,32116,522,-71, NO_EVENT
2440,73660,73661,29063,525,192, NO_EVENT
2441,73725,73650,1102,119,65, NO_EVENT
2442,73717,73674,10163,299,-8, NO_EVENT
2443,73610,73699,24068,493,-107, NO_EVENT
2444,73412,73615,11711,369,-369, NO_EVENT
2445,73565,73618,4425,201,15, NO_EVENT
2446,73649,73664,6748,261,84, NO_EVENT
2447,73562,73683,16443,370,-87, NO_EVENT
2448,73607,73649,6947,265,45, NO_EVENT
2449,73639,73610,3987,199,32, NO_EVENT
2450,73744,73714,20717,430,105, NO_EVENT
2451,73448,73638,12306,347,-203, NO_EVENT
2452,73534,73704,9613,337,-125, NO_EVENT
2453,73524,73666,11848,345,-10, NO_EVENT
2454,73718,73689,40761,552,194, NO_EVENT
2455,73605,73693,11593,352,-113, NO_EVENT
2456,73625,73653,6767,229,20, NO_EVENT
2457,73911,73691,23600,473,286, NO_EVENT
2458,73507,73640,17346,374,-372, NO_EVENT
2459,73695,73700,17183,345,80, NO_EVENT
2460,73500,73661,15824,406,-195, NO_EVENT
2461,73690,73693,21637,450,190, NO_EVENT
2462,73674,73658,19630,457,-16, NO_EVENT
2463,73670,73677,20449,432,-4, NO_EVENT
2464,73646,73688,6916,253,-24, NO_EVENT
2465,73634,73633,16825,399,107, NO_EVENT
2466,73576,73632,12860,364,-65, NO_EVENT
2467,73583,73604,3266,167,7, NO_EVENT
2468,73647,73645,23785,408,64, NO_EVENT
2469,73637,73674,14378,377,-10, NO_EVENT
2470,73618,73640,8101,307,-19, NO_EVENT
2471,73964,73681,5249,370,346, NO_EVENT
2472,73538,73711,21859,426,-426, NO_EVENT
2473,73556,73667,22919,416,-53, NO_EVENT
2474,73588,73624,1181,100,-7, NO_EVENT
2475,73573,73714,29074,473,-15, NO_EVENT
2476,73605,73595,9238,277,32, NO_EVENT
2477,73612,73614,2963,190,7, NO_EVENT
2478,73593,73662,8576,266,-19, NO_EVENT
2479,73642,73637,3555,171,49, NO_EVENT
2480,73656,73716,15671,356,-19, NO_EVENT
2481,73571,73564,3801,187,-34, NO_EVENT
2482,73635,73666,3038,199,64, NO_EVENT
2483,73621,73655,22796,467,-14, NO_EVENT
2484,73612,73635,17639,433,-9, NO_EVENT
2485,73746,73672,9544,302,134, NO_EVENT
2486,73655,73658,19843,446,-91, NO_EVENT
2487,73631,73659,6345,226,2, NO_EVENT
2488,73725,73682,2563,144,125, NO_EVENT
2489,73637,73721,11142,308,-88, NO_EVENT
2490,73604,73626,22874,503,-33, NO_EVENT
2491,73633,73697,20085,375,29, NO_EVENT
2492,73669,73642,6770,273,36, NO_EVENT
2493,73501,73626,20611,391,-168, NO_EVENT
2494,73625,73648,16755,432,36, NO_EVENT
2495,73583,73605,1012,83,30, NO_EVENT
2496,73563,73650,11364,336,-20, NO_EVENT
2497,73546,73645,22350,463,-17, NO_EVENT
2498,73688,73653,29179,499,142, NO_EVENT
2499,73508,73662,6643,317,-180, NO_EVENT
2500,73546,73641,9380,299,38, NO_EVENT
2501,73573,73639,5821,245,-52, NO_EVENT
2502,73461,73545,5354,200,-146, NO_EVENT
2503,73572,73666,20252,519,111, NO_EVENT
2504,73602,73640,3953,190,30, NO_EVENT
2505,73562,73563,20440,445,-40, NO_EVENT
2506,73584,73622,8837,286,22, NO_EVENT
2507,73530,73635,8746,262,-54, NO_EVENT
2508,73785,73675,6658,217,174, NO_EVENT
2509,73637,73638,12184,322,57, NO_EVENT
2510,73524,73685,18189,410,-113, NO_EVENT
2511,73662,73658,26905,498,138, NO_EVENT
2512,73596,73648,23987,494,-66, NO_EVENT
2513,73746,73663,17492,403,150, NO_EVENT
2514,73646,73739,26789,524,-100, NO_EVENT
2515,73632,73648,6059,268,-18, NO_EVENT
2516,73556,73658,13724,365,-156, NO_EVENT
2517,73553,73614,12607,323,-3, NO_EVENT
2518,73670,73642,4615,232,117, NO_EVENT
2519,73562,73686,14154,348,-108, NO_EVENT
2520,73636,73616,8368,292,74, NO_EVENT
2521,73570,73633,20385,492,-66, NO_EVENT
2522,73621,73642,6756,225,12, NO_EVENT
2523,73585,73631,8370,289,-108, NO_EVENT
2524,73624,73612,6403,252,39, NO_EVENT
2525,73603,73629,6732,241,-21, NO_EVENT
2526,73724,73641,14789,363,121, NO_EVENT
2527,73643,73659,4551,207,-81, NO_EVENT
2528,73420,73641,19493,441,-223, NO_EVENT
2529,73477,73599,10046,313,-118, NO_EVENT
2530,73627,73656,5706,225,16, NO_EVENT
2531,73727,73687,12930,374,100, NO_EVENT
2532,73601,73623,12116,359,-126, NO_EVENT
2533,73621,73572,13574,375,20, NO_EVENT
2534,73635,73555,13752,357,14, NO_EVENT
2535,73610,73676,27295,457,-25, NO_EVENT
2536,73598,73638,7266,217,12, NO_EVENT
2537,73555,73659,10689,257,-72, NO_EVENT
2538,73630,73674,6167,259,75, NO_EVENT
2539,73671,73694,5662,213,41, NO_EVENT
2540,73723,73656,4392,185,52, NO_EVENT
2541,73632,73610,2360,176,-91, NO_EVENT
2542,73716,73677,29581,472,84, NO_EVENT
2543,73558,73641,13331,380,-74, NO_EVENT
2544,73549,73668,21188,446,-44, NO_EVENT
2545,73412,73617,17352,451,-137, NO_EVENT
2546,73640,73652,23877,549,228, NO_EVENT
2547,73625,73653,12305,332,-15, NO_EVENT
2548,73663,73691,19648,438,38, NO_EVENT
2549,73677,73681,14827,391,14, NO_EVENT
2550,73530,73621,2885,163,-67, NO_EVENT
2551,73611,73666,35029,646,-100, NO_EVENT
2552,73589,73657,10044,315,-22, NO_EVENT
2553,73512,73682,12343,327,-77, NO_EVENT
2554,73696,73659,8694,323,184, NO_EVENT
2555,73734,73648,6335,251,38, NO_EVENT
2556,73442,73658,12866,308,-292, NO_EVENT
2557,73555,73678,13403,368,-53, NO_EVENT
2558,73579,73617,13030,344,-63, NO_EVENT
2559,73450,73620,16022,392,-129, NO_EVENT
2560,73496,73607,16400,406,46, NO_EVENT
2561,73565,73616,14446,380,69, NO_EVENT
2562,73628,73625,7966,282,63, NO_EVENT
2563,73579,73690,20303,421,-49, NO_EVENT
2564,73621,73683,7788,265,-104, NO_EVENT
2565,73687,73659,12408,325,-47, NO_EVENT
2566,73600,73625,1353,88,-80, NO_EVENT
2567,73529,73655,15262,347,-71, NO_EVENT
2568,73599,73675,11106,365,70, NO_EVENT
2569,73634,73617,3689,185,35, NO_EVENT
2570,73700,73615,3887,194,66, NO_EVENT
2571,73641,73667,3553,200,-59, NO_EVENT
2572,73473,73614,21457,415,-73, NO_EVENT
2573,73600,73608,3109,164,27, NO_EVENT
2574,73593,73610,14676,385,-7, NO_EVENT
2575,73639,73643,6729,249,46, NO_EVENT
2576,73591,73621,12001,348,-48, NO_EVENT
2577,73686,73620,5440,225,95, NO_EVENT
2578,73659,73666,1536,125,-27, NO_EVENT
2579,73587,73635,9092,270,-1, NO_EVENT
2580,73598,73598,2397,152,7, NO_EVENT
2581,73599,73599,13342,370,1, NO_EVENT
2582,73586,73638,22313,486,-13, NO_EVENT
2583,73610,73647,30616,474,24, NO_EVENT
2584,73727,73626,14619,359,117, NO_EVENT
2585,73650,73709,4806,192,-77, NO_EVENT
2586,73441,73671,23452,495,-215, NO_EVENT
2587,73639,73602,5105,207,-30, NO_EVENT
2588,73633,73624,11791,335,-6, NO_EVENT
2589,73622,73700,10508,298,-11, NO_EVENT
2590,73632,73638,11276,334,10, NO_EVENT
2591,73641,73606,24933,477,9, NO_EVENT
2592,73445,73641,11463,362,-196, NO_EVENT
2593,73572,73646,16316,376,-36, NO_EVENT
2594,73570,73581,22900,458,-7, NO_EVENT
2595,73605,73627,19652,435,35, NO_EVENT
2596,73549,73606,9182,299,-56, NO_EVENT
2597,73655,73666,28432,455,106, NO_EVENT
2598,73689,73654,25791,551,34, NO_EVENT
2599,73555,73684,9803,333,-134, NO_EVENT
2600,73509,73617,11384,337,-113, NO_EVENT
2601,73497,73586,18239,434,-78, NO_EVENT
2602,73463,73617,16927,400,-34, NO_EVENT
2603,73499,73609,34820,564,36, NO_EVENT
2604,73648,73640,17317,371,149, NO_EVENT
2605,73648,73599,13401,351,0, NO_EVENT
2606,73480,73602,8293,275,-168, NO_EVENT
2607,73681,73656,9384,309,29, NO_EVENT
2608,73657,73665,14790,366,91, NO_EVENT
2609,73464,73641,29970,547,-193, NO_EVENT
2610,73411,73659,35358,580,-53, NO_EVENT
2611,73611,73605,24902,522,200, NO_EVENT
2612,73621,73652,26095,497,10, NO_EVENT
2613,73512,73650,14193,326,-109, NO_EVENT
2614,73720,73671,13047,377,35, NO_EVENT
2615,73717,73673,22690,467,92, NO_EVENT
2616,73613,73668,6898,264,-104, NO_EVENT
2617,73533,73671,8676,329,-80, NO_EVENT
2618,73617,73656,12252,344,84, NO_EVENT
2619,73538,73666,5191,225,-79, NO_EVENT
2620,73542,73665,12105,324,4, NO_EVENT
2621,73617,73664,8588,278,34, NO_EVENT
2622,73503,73663,11545,289,-100, NO_EVENT
2623,73644,73656,21199,459,141, NO_EVENT
2624,73532,73656,2942,208,-112, NO_EVENT
2625,73670,73669,14206,366,138, NO_EVENT
2626,73756,73692,4394,194,86, NO_EVENT
2627,73574,73681,22776,456,-182, NO_EVENT
2628,73516,73633,4230,195,-145, NO_EVENT
2629,73599,73623,6752,264,20, NO_EVENT
2630,73417,73609,28317,521,-182, NO_EVENT
2631,73680,73644,11059,415,263, NO_EVENT
2632,73630,73669,3717,206,-50, NO_EVENT
2633,73647,73704,13779,369,17, NO_EVENT
2634,73504,73655,8596,260,-143, NO_EVENT
2635,73586,73649,9387,279,-49, NO_EVENT
2636,73638,73627,11247,372,-3, NO_EVENT
2637,73557,73589,15325,424,-81, NO_EVENT
2638,73668,73672,9571,329,111, NO_EVENT
2639,73663,73672,13839,374,-5, NO_EVENT
2640,73585,73655,7901,268,-78, NO_EVENT
2641,73402,73569,35276,562,-183, NO_EVENT
2642,73607,73629,7549,241,-99, NO_EVENT
2643,73663,73697,14074,337,45, NO_EVENT
2644,73507,73653,17974,423,-156, NO_EVENT
2645,73536,73604,3910,220,29, NO_EVENT
2646,73569,73613,17592,409,33, NO_EVENT
2647,73602,73568,13263,360,33, NO_EVENT
2648,73370,73629,42381,631,-232, NO_EVENT
2649,73526,73634,20833,445,-97, NO_EVENT
2650,73663,73678,13803,368,14, NO_EVENT
2651,73381,73637,16074,450,-282, NO_EVENT
2652,73483,73643,16345,492,102, NO_EVENT
2653,73550,73617,13586,381,67, NO_EVENT
2654,73618,73590,14498,404,68, NO_EVENT
2655,73614,73575,10505,328,-4, NO_EVENT
2656,73706,73688,18352,393,93, NO_EVENT
2657,73504,73596,9056,285,-47, NO_EVENT
2658,73667,73626,4551,249,163, NO_EVENT
2659,73558,73659,16957,376,-109, NO_EVENT
2660,73621,73703,16473,343,63, NO_EVENT
2661,73649,73639,12835,351,28, NO_EVENT
2662,73462,73633,10732,324,-187, NO_EVENT
2663,73658,73613,3528,181,115, NO_EVENT
2664,73551,73610,5050,201,-69, NO_EVENT
2665,73739,73646,1432,125,119, NO_EVENT
2666,73561,73645,18407,387,-178, NO_EVENT
2667,73490,73637,24231,425,-71, NO_EVENT
2668,73672,73689,22691,513,182, NO_EVENT
2669,73686,73692,6220,232,14, NO_EVENT
2670,73596,73665,1416,115,-90, NO_EVENT
2671,73579,73648,5520,211,27, NO_EVENT
2672,73734,73638,8004,274,154, NO_EVENT
2673,73487,73698,25983,501,-247, NO_EVENT
2674,73664,73604,12449,367,177, NO_EVENT
2675,73625,73695,17496,414,-39, NO_EVENT
2676,73704,73616,4330,194,79, NO_EVENT
2677,73652,73679,15642,379,-52, NO_EVENT
2678,73562,73636,13602,321,-15, NO_EVENT
2679,73512,73597,1749,146,-146, NO_EVENT
2680,73493,73636,26377,492,-19, NO_EVENT
2681,73378,73653,16997,490,-115, NO_EVENT
2682,73626,73686,27913,546,248, NO_EVENT
2683,73577,73639,11698,322,-49, NO_EVENT
2684,73670,73670,19617,409,93, NO_EVENT
2685,73679,73658,2621,130,-18, NO_EVENT
2686,73521,73572,1015,111,-41, NO_EVENT
2687,73521,73670,9868,319,0, NO_EVENT
2688,73578,73616,19099,470,57, NO_EVENT
2689,73551,73664,21337,402,-27, NO_EVENT
2690,73605,73628,12021,367,54, NO_EVENT
2691,73447,73625,10566,360,-158, NO_EVENT
2692,73415,73598,7567,271,-165, NO_EVENT
2693,73532,73641,8594,276,-52, NO_EVENT
2694,73485,73554,15712,372,-47, NO_EVENT
2695,73507,73618,16230,378,22, NO_EVENT
2696,73689,73656,19602,411,182, NO_EVENT
2697,73592,73665,27842,546,-97, NO_EVENT
2698,73567,73591,5855,266,-25, NO_EVENT
2699,73651,73685,10133,323,100, NO_EVENT
2700,73718,73665,5046,196,105, NO_EVENT
2701,73564,73666,9014,306,-154, NO_EVENT
2702,73535,73582,9737,304,-29, NO_EVENT
2703,73589,73624,17138,321,54, NO_EVENT
2704,73643,73630,7860,266,54, NO_EVENT
2705,73465,73622,8283,295,-178, NO_EVENT
2706,73738,73721,9122,311,69, NO_EVENT
2707,73665,73627,7274,230,104, NO_EVENT
2708,73690,73694,12884,390,25, NO_EVENT
2709,73492,73655,9357,329,-198, NO_EVENT
2710,73586,73673,17402,417,94, NO_EVENT
2711,73610,73669,6515,212,24, NO_EVENT
2712,73591,73654,14151,358,-19, NO_EVENT
2713,73472,73630,22196,428,-245, NO_EVENT
2714,73636,73653,4366,196,-30, NO_EVENT
2715,73669,73661,25009,524,33, NO_EVENT
2716,73498,73710,5986,324,-171, NO_EVENT
2717,73516,73698,12949,343,18, NO_EVENT
2718,73682,73674,31690,582,166, NO_EVENT
2719,73594,73669,10414,299,-88, NO_EVENT
2720,73786,73643,12539,296,152, NO_EVENT
2721,73503,73676,19316,460,-126, NO_EVENT
2722,73418,73611,13222,403,-85, NO_EVENT
2723,73495,73682,32086,606,77, NO_EVENT
2724,73455,73652,21953,442,-40, NO_EVENT
2725,73642,73681,17255,457,187, NO_EVENT
2726,73572,73650,4827,195,-70, NO_EVENT
2727,73700,73625,6989,250,139, NO_EVENT
2728,73749,73658,2970,161,126, NO_EVENT
2729,73537,73661,8931,292,-212, NO_EVENT
2730,73689,73670,16768,408,152, NO_EVENT
2731,73633,73663,13008,364,-56, NO_EVENT
2732,73650,73649,6820,243,17, NO_EVENT
2733,73696,73695,10559,336,46, NO_EVENT
2734,73574,73626,2312,154,-32, NO_EVENT
2735,73540,73656,7884,280,-162, NO_EVENT
2736,73542,73654,9077,306,2, NO_EVENT
2737,73644,73655,15826,385,102, NO_EVENT
2738,73465,73597,10712,324,-179, NO_EVENT
2739,73525,73664,16837,439,60, NO_EVENT
2740,73534,73584,6822,234,9, NO_EVENT
2741,73545,73615,16593,392,-44, NO_EVENT
2742,73566,73630,23034,460,56, NO_EVENT
2743,73462,73599,18117,429,-104, NO_EVENT
2744,73620,73673,30184,519,158, NO_EVENT
2745,73624,73618,17043,412,4, NO_EVENT
2746,73756,73645,8698,272,132, NO_EVENT
2747,73680,73703,8362,265,-76, NO_EVENT
2748,73717,73662,17349,409,105, NO_EVENT
2749,73480,73674,30801,562,-173, NO_EVENT
2750,73544,73664,12265,413,64, NO_EVENT
2751,73627,73612,12619,333,83, NO_EVENT
2752,73620,73706,6499,207,-7, NO_EVENT
2753,73603,73639,15297,409,-17, NO_EVENT
2754,73450,73657,12770,312,-153, NO_EVENT
2755,73769,73639,17155,394,170, NO_EVENT
2756,73581,73679,10103,287,-137, NO_EVENT
2757,73765,73672,7967,248,184, NO_EVENT
2758,73487,73678,17858,441,-278, NO_EVENT
2759,73554,73674,15728,418,67, NO_EVENT
2760,73607,73614,7600,280,53, NO_EVENT
2761,73630,73694,5003,221,23, NO_EVENT
2762,73636,73604,11192,333,6, NO_EVENT
2763,73414,73646,28469,523,-200, NO_EVENT
2764,73579,73585,8082,311,165, NO_EVENT
2765,73547,73635,9644,278,-32, NO_EVENT
2766,73825,73664,13884,316,278, NO_EVENT
2767,73503,73651,35811,540,-322, NO_EVENT
2768,73584,73699,10658,373,81, NO_EVENT
2769,73498,73595,10355,284,-86, NO_EVENT
2770,73597,73675,8777,265,91, NO_EVENT
2771,73610,73563,12093,323,-68, NO_EVENT
2772,73508,73629,12356,337,-102, NO_EVENT
2773,73578,73590,14721,379,70, NO_EVENT
2774,73511,73630,25757,503,-67, NO_EVENT
2775,73744,73671,23371,478,233, NO_EVENT
2776,73659,73698,11094,355,-85, NO_EVENT
2777,73702,73689,7104,220,139, NO_EVENT
2778,73479,73594,4375,204,-147, NO_EVENT
2779,73671,73685,13517,456,192, NO_EVENT
2780,73435,73620,31475,589,-236, NO_EVENT
2781,73542,73680,22299,507,107, NO_EVENT
2782,73521,73659,28578,534,-21, NO_EVENT
2783,73768,73697,8503,282,247, NO_EVENT
2784,73605,73687,19067,396,25, NO_EVENT
2785,73544,73629,2871,178,-178, NO_EVENT
2786,73677,73598,21806,472,133, NO_EVENT
2787,73444,73625,14594,409,-233, NO_EVENT
2788,73574,73648,14721,382,130, NO_EVENT
2789,73575,73633,21639,465,1, NO_EVENT
2790,73482,73564,16242,373,-93, NO_EVENT
2791,73632,73662,5539,214,-4, NO_EVENT
2792,73591,73652,16760,357,-115, NO_EVENT
2793,73715,73689,16135,346,124, NO_EVENT
2794,73523,73638,16983,426,-192, NO_EVENT
